25,10,4,28,17,30,11,exchange
28,10,15,30,22,30,12,buy
34,10,25,22,28,30,13,buy
35,10,18,27,29,30,14,buy
41,10,11,28,34,30,15,buy
52,10,1,23,47,30,16,buy
55,10,28,28,47,30,17,buy
58,10,29,14,51,30,20,buy
74,10,12,11,66,30,21,buy
78,10,5,26,73,30,22,buy
85,10,6,14,79,30,23,buy
92,10,14,17,86,30,24,buy
115,10,22,17,109,30,25,buy
125,10,17,37,119,30,26,buy
129,10,20,29,122,30,27,buy
134,10,23,18,129,30,28,buy
136,10,16,29,131,30,29,buy
292,10,26,20,283,30,30,buy
21,20,0,9,11,10,1,exchange
29,20,3,7,17,10,2,buy
30,20,9,9,19,10,3,buy
35,20,8,9,22,10,5,exchange
38,20,7,9,24,10,7,buy
49,20,4,2,32,10,8,buy
64,20,2,8,53,10,9,buy
78,20,6,1,63,10,10,buy
19,20,1,24,8,20,1,exchange
20,20,0,26,6,20,3,exchange
21,20,18,22,7,20,4,buy
22,20,14,21,8,20,5,buy
23,20,15,16,12,20,6,buy
24,20,9,11,12,20,7,buy
26,20,16,13,16,20,8,exchange
27,20,13,23,17,20,9,buy
29,20,12,14,19,20,12,exchange
30,20,3,29,20,20,13,exchange
32,20,4,6,18,20,14,buy
35,20,11,19,21,20,15,buy
55,20,17,9,42,20,17,buy
90,20,10,4,77,20,18,buy
92,20,8,22,82,20,19,buy
102,20,19,13,90,20,20,buy
37,20,3,2,18,5,1,buy
73,20,4,0,54,5,2,buy
80,20,0,8,61,5,3,buy
88,20,2,0,69,5,4,buy
107,20,1,2,88,5,5,buy
43,20,0,0,24,2,1,buy
100,20,1,2,81,2,2,buy
19,20,0,30,9,30,1,exchange
20,20,20,29,9,30,4,exchange
21,20,21,22,12,30,5,exchange
22,20,19,48,11,30,10,exchange
23,20,5,26,14,30,13,exchange
24,20,23,18,11,30,15,exchange
25,20,10,41,15,30,16,exchange
26,20,27,35,13,30,19,exchange
28,20,24,34,14,30,22,exchange
32,20,29,14,18,30,23,buy
34,20,25,22,23,30,24,buy
35,20,13,15,22,30,25,buy
36,20,22,17,22,30,27,exchange
38,20,26,20,26,30,28,buy
45,20,1,23,32,30,29,buy
55,20,28,28,43,30,30,buy
10,10,9,9,5,10,3,exchange
11,10,5,14,7,10,4,exchange
15,10,8,9,9,10,6,exchange
18,10,6,1,11,10,7,buy
22,10,1,12,15,10,8,buy
27,10,7,9,23,10,10,exchange
9,10,3,29,3,20,3,exchange
10,10,14,21,4,20,8,exchange
11,10,16,13,5,20,11,exchange
12,10,12,14,6,20,13,exchange
15,10,6,11,10,20,14,buy
16,10,11,19,10,20,17,exchange
18,10,4,6,12,20,18,buy
19,10,19,13,13,20,19,buy
31,10,17,9,25,20,20,buy
16,10,3,2,7,5,2,buy
27,10,0,8,18,5,3,buy
34,10,4,0,25,5,4,buy
54,10,1,2,45,5,5,buy
17,10,0,0,8,2,1,buy
20,10,1,2,11,2,2,buy
9,10,23,18,4,30,7,exchange
10,10,26,20,4,30,10,buy
11,10,10,41,5,30,14,exchange
12,10,1,23,7,30,18,exchange
13,10,18,27,10,30,23,exchange
15,10,5,26,10,30,24,buy
16,10,13,15,9,30,25,buy
17,10,9,34,12,30,27,exchange
18,10,22,17,12,30,28,buy
19,10,24,34,15,30,29,buy
23,10,14,17,18,30,30,buy
27,20,4,2,12,10,1,buy
28,20,5,14,16,10,2,exchange
9,10,5,14,4,10,1,exchange
29,20,8,9,17,10,3,buy
33,20,0,9,22,10,4,exchange
12,10,2,8,5,10,3,exchange
34,20,2,8,23,10,5,buy
14,10,8,9,8,10,6,exchange
41,20,7,9,29,10,6,buy
17,10,0,9,14,10,7,buy
19,10,8,9,12,10,1,buy
48,20,1,12,34,10,7,buy
22,10,9,9,16,10,8,buy
54,20,9,9,46,10,9,buy
27,10,3,7,21,10,9,buy
66,20,3,7,55,10,10,buy
30,10,4,2,23,10,10,buy
28,10,5,14,20,10,2,buy
8,10,13,23,2,20,2,exchange
9,10,8,22,3,20,3,buy
10,10,15,16,6,20,6,exchange
51,10,7,9,44,10,3,buy
11,10,5,25,6,20,11,exchange
54,10,0,9,47,10,4,buy
12,10,11,19,5,20,12,buy
14,10,14,21,8,20,15,exchange
20,20,7,17,10,20,1,exchange
16,10,12,14,9,20,16,buy
35,20,9,9,23,10,2,exchange
17,10,18,22,12,20,17,buy
19,10,7,17,14,20,18,buy
38,20,5,14,29,10,3,exchange
71,10,3,7,62,10,5,buy
72,10,6,1,63,10,6,buy
73,10,1,12,67,10,7,buy
47,20,7,9,33,10,4,buy
49,20,0,9,34,10,5,buy
79,10,2,8,72,10,8,buy
85,10,9,9,78,10,9,buy
31,10,19,13,24,20,19,buy
24,20,14,21,13,20,3,exchange
62,20,1,12,51,10,6,buy
25,20,0,26,13,20,4,exchange
49,10,9,11,43,20,20,buy
141,10,4,2,132,10,10,buy
27,20,17,9,14,20,6,exchange
23,10,1,2,14,5,1,buy
28,20,12,14,18,20,9,exchange
25,10,0,8,16,5,2,buy
28,10,2,0,19,5,3,buy
30,10,4,0,21,5,5,buy
17,10,0,0,8,2,1,buy
20,10,1,2,11,2,2,buy
33,20,11,19,23,20,11,exchange
34,20,4,6,20,20,12,exchange
37,20,13,23,26,20,14,exchange
149,20,4,2,133,10,7,buy
161,20,6,1,146,10,8,buy
17,10,18,22,10,20,2,exchange
42,20,10,4,31,20,16,exchange
8,10,11,28,5,30,1,buy
9,10,29,14,2,30,3,exchange
188,20,2,8,172,10,9,buy
46,20,15,16,34,20,17,buy
10,10,5,26,6,30,7,exchange
48,20,18,22,34,20,18,buy
11,10,23,18,7,30,10,exchange
12,10,22,17,7,30,15,exchange
13,10,24,34,9,30,19,exchange
26,10,0,26,20,20,3,buy
14,10,20,29,8,30,21,buy
15,10,12,11,6,30,22,buy
16,10,9,34,11,30,24,exchange
17,10,13,15,10,30,25,buy
30,10,12,14,24,20,5,buy
61,20,9,11,53,20,19,buy
18,10,16,29,13,30,27,buy
31,10,5,25,25,20,6,buy
32,10,10,4,26,20,7,buy
33,10,11,19,28,20,9,exchange
21,10,25,22,15,30,28,buy
23,10,7,30,19,30,29,buy
24,10,18,27,21,30,30,buy
44,10,9,11,37,20,10,buy
47,10,13,23,39,20,11,buy
85,20,19,13,71,20,20,buy
41,20,1,2,22,5,1,buy
349,20,8,9,333,10,10,buy
72,20,0,8,53,5,2,buy
61,10,8,22,55,20,12,buy
74,20,4,0,55,5,3,buy
80,20,3,2,61,5,4,buy
93,20,2,0,74,5,5,buy
55,20,1,2,36,2,1,buy
96,20,0,0,77,2,2,buy
65,10,17,9,57,20,13,buy
67,10,19,13,59,20,14,buy
70,10,3,29,63,20,15,buy
75,10,4,6,66,20,16,buy
79,10,7,17,73,20,17,buy
85,10,14,21,76,20,18,buy
124,10,16,13,116,20,19,buy
125,10,6,11,118,20,20,buy
18,20,24,34,9,30,1,exchange
39,10,3,2,30,5,1,buy
20,20,7,30,9,30,3,exchange
51,10,2,0,42,5,2,buy
62,10,0,8,53,5,3,buy
67,10,4,0,58,5,4,buy
21,20,5,26,9,30,5,exchange
34,20,2,13,22,20,1,buy
22,20,20,29,15,30,6,exchange
23,20,17,37,8,30,10,exchange
256,10,1,2,247,5,5,buy
24,20,6,14,13,30,13,exchange
37,20,0,26,25,20,2,exchange
68,10,1,2,59,2,1,buy
25,20,26,20,16,30,18,exchange
121,10,0,0,112,2,2,buy
26,20,29,14,12,30,19,buy
44,20,14,21,29,20,4,exchange
32,20,28,28,18,30,20,buy
34,20,3,41,26,30,22,exchange
15,10,28,28,8,30,2,exchange
16,10,17,37,7,30,3,buy
40,20,2,15,27,30,23,buy
19,10,23,18,12,30,5,buy
58,20,17,9,44,20,6,exchange
44,20,12,11,35,30,25,exchange
20,10,4,28,17,30,6,buy
60,20,3,29,50,20,7,buy
25,10,24,34,17,30,7,buy
26,10,8,39,18,30,8,buy
66,20,11,19,56,20,8,buy
67,20,8,22,53,20,9,buy
27,10,15,30,20,30,9,exchange
74,20,9,11,62,20,10,buy
33,10,27,35,26,30,10,buy
76,20,19,13,63,20,11,buy
37,10,2,15,32,30,11,buy
38,10,11,28,33,30,13,exchange
82,20,7,17,68,20,12,buy
64,20,22,17,51,30,26,buy
39,10,14,17,32,30,15,buy
66,20,25,22,53,30,27,buy
86,20,15,16,75,20,14,exchange
45,10,26,20,40,30,18,exchange
46,10,7,30,40,30,19,buy
104,20,10,4,87,20,16,exchange
73,20,21,22,62,30,28,buy
49,10,6,14,42,30,21,buy
76,20,23,18,61,30,29,buy
60,10,1,23,55,30,22,buy
62,10,3,41,57,30,23,buy
63,10,19,48,57,30,25,buy
160,20,4,6,148,20,17,buy
161,20,12,14,148,20,18,buy
95,20,16,29,86,30,30,buy
70,10,9,34,62,30,26,buy
76,10,21,22,72,30,27,buy
110,10,16,29,104,30,28,buy
239,20,16,13,224,20,19,buy
182,10,22,17,174,30,29,buy
207,10,20,29,202,30,30,buy
524,20,18,22,509,20,20,buy
54,20,4,0,35,5,1,buy
76,20,0,8,57,5,2,buy
83,20,2,0,64,5,3,buy
100,20,1,2,81,5,4,buy
136,20,3,2,117,5,5,buy
54,20,1,2,35,2,1,buy
304,20,0,0,285,2,2,buy
28,20,1,23,16,30,1,exchange
30,20,8,39,21,30,2,buy
33,20,5,26,21,30,4,exchange
36,20,29,14,23,30,5,exchange
38,20,9,34,28,30,7,exchange
46,20,3,41,35,30,8,buy
48,20,22,17,36,30,9,exchange
50,20,24,34,38,30,10,buy
51,20,14,17,37,30,11,buy
56,20,13,15,46,30,12,buy
66,20,27,35,54,30,13,buy
67,20,19,48,54,30,14,exchange
68,20,26,20,56,30,15,buy
69,20,4,28,60,30,17,exchange
81,20,7,30,69,30,18,buy
104,20,25,22,95,30,19,buy
106,20,21,22,94,30,20,buy
150,20,23,18,138,30,21,buy
159,20,15,30,147,30,22,buy
173,20,20,29,159,30,23,buy
195,20,12,11,182,30,25,exchange
204,20,17,37,193,30,26,buy
261,20,16,29,249,30,27,buy
283,20,18,27,272,30,28,buy
322,20,28,28,309,30,29,buy
443,20,10,41,431,30,30,buy
179,50,3,2,130,5,1,buy
193,50,2,0,144,5,2,buy
201,50,0,8,152,5,3,buy
229,50,4,0,180,5,4,buy
335,50,1,2,286,5,5,buy
40,20,15,16,28,20,1,exchange
794,100,0,0,695,2,1,buy
44,20,18,22,33,20,3,exchange
45,20,9,11,33,20,5,exchange
46,20,12,14,31,20,7,exchange
68,50,1,12,42,10,1,buy
51,20,16,13,39,20,8,exchange
1102,100,1,2,1003,2,2,buy
54,20,14,21,44,20,9,buy
75,50,0,9,48,10,2,exchange
55,20,19,13,41,20,10,buy
77,50,5,14,46,10,3,exchange
81,50,9,9,47,10,4,buy
94,50,3,7,60,10,5,buy
71,20,5,25,62,20,11,buy
114,50,7,9,83,10,6,buy
122,50,6,1,77,10,7,buy
73,20,17,9,62,20,12,buy
138,50,8,9,103,10,8,buy
84,20,3,29,75,20,13,buy
87,20,10,4,74,20,14,buy
185,50,4,2,140,10,9,buy
223,50,2,8,193,10,10,buy
106,20,6,11,95,20,15,buy
118,20,7,17,108,20,16,buy
135,20,0,26,124,20,17,buy
376,100,1,2,277,2,1,buy
484,100,0,0,385,2,2,buy
52,50,14,21,25,20,1,exchange
53,50,5,25,24,20,2,buy
56,50,18,22,27,20,4,exchange
57,50,1,24,36,20,6,exchange
64,50,8,22,39,20,7,exchange
69,50,3,29,49,20,8,exchange
70,50,16,13,40,20,9,exchange
73,50,6,11,43,20,10,exchange
75,50,13,23,45,20,11,exchange
389,100,4,0,290,5,1,buy
76,50,12,14,45,20,12,buy
78,50,15,16,48,20,13,exchange
83,50,2,13,56,20,14,buy
540,100,2,0,441,5,2,buy
548,100,0,8,449,5,3,buy
105,50,11,19,71,20,15,exchange
647,100,1,2,548,5,4,buy
707,100,3,2,608,5,5,buy
129,50,9,11,102,20,16,buy
174,50,19,13,137,20,17,buy
175,50,10,4,142,20,18,buy
196,50,17,9,165,20,19,buy
99,50,14,21,66,20,1,exchange
17,10,0,0,8,2,1,buy
20,10,1,2,11,2,2,buy
23,10,1,2,14,5,1,buy
25,10,0,8,16,5,2,buy
28,10,2,0,19,5,3,buy
30,10,4,0,21,5,5,buy
68,10,1,2,59,2,1,buy
9,10,5,14,4,10,1,exchange
12,10,2,8,5,10,3,exchange
121,10,0,0,112,2,2,buy
14,10,8,9,8,10,6,exchange
17,10,0,9,14,10,7,buy
22,10,9,9,16,10,8,buy
27,10,3,7,21,10,9,buy
30,10,4,2,23,10,10,buy
39,10,3,2,30,5,1,buy
51,10,2,0,42,5,2,buy
8,10,11,28,5,30,1,buy
62,10,0,8,53,5,3,buy
9,10,29,14,2,30,3,exchange
67,10,4,0,58,5,4,buy
10,10,5,26,6,30,7,exchange
11,10,23,18,7,30,10,exchange
12,10,22,17,7,30,15,exchange
8,10,13,23,2,20,2,exchange
9,10,8,22,3,20,3,buy
10,10,15,16,6,20,6,exchange
11,10,5,25,6,20,11,exchange
12,10,11,19,5,20,12,buy
19,10,8,9,12,10,1,buy
14,10,14,21,8,20,15,exchange
16,10,12,14,9,20,16,buy
17,10,18,22,12,20,17,buy
19,10,7,17,14,20,18,buy
28,10,5,14,20,10,2,buy
31,10,19,13,24,20,19,buy
51,10,7,9,44,10,3,buy
54,10,0,9,47,10,4,buy
49,10,9,11,43,20,20,buy
71,10,3,7,62,10,5,buy
72,10,6,1,63,10,6,buy
73,10,1,12,67,10,7,buy
79,10,2,8,72,10,8,buy
85,10,9,9,78,10,9,buy
141,10,4,2,132,10,10,buy
15,10,28,28,8,30,2,exchange
16,10,17,37,7,30,3,buy
19,10,23,18,12,30,5,buy
20,10,4,28,17,30,6,buy
25,10,24,34,17,30,7,buy
26,10,8,39,18,30,8,buy
27,10,15,30,20,30,9,exchange
956,200,0,0,757,2,1,buy
1002,200,1,2,803,2,2,buy
33,10,27,35,26,30,10,buy
37,10,2,15,32,30,11,buy
38,10,11,28,33,30,13,exchange
39,10,14,17,32,30,15,buy
45,10,26,20,40,30,18,exchange
46,10,7,30,40,30,19,buy
49,10,6,14,42,30,21,buy
60,10,1,23,55,30,22,buy
62,10,3,41,57,30,23,buy
63,10,19,48,57,30,25,buy
70,10,9,34,62,30,26,buy
76,10,21,22,72,30,27,buy
110,10,16,29,104,30,28,buy
182,10,22,17,174,30,29,buy
207,10,20,29,202,30,30,buy
17,10,18,22,10,20,2,exchange
114,100,14,21,64,20,1,exchange
26,10,0,26,20,20,3,buy
30,10,12,14,24,20,5,buy
31,10,5,25,25,20,6,buy
32,10,10,4,26,20,7,buy
33,10,11,19,28,20,9,exchange
44,10,9,11,37,20,10,buy
47,10,13,23,39,20,11,buy
61,10,8,22,55,20,12,buy
65,10,17,9,57,20,13,buy
67,10,19,13,59,20,14,buy
70,10,3,29,63,20,15,buy
75,10,4,6,66,20,16,buy
79,10,7,17,73,20,17,buy
85,10,14,21,76,20,18,buy
134,100,1,24,85,20,2,exchange
124,10,16,13,116,20,19,buy
125,10,6,11,118,20,20,buy
136,100,18,22,83,20,4,exchange
143,100,5,25,77,20,6,exchange
156,100,16,13,107,20,7,exchange
160,100,13,23,104,20,9,exchange
165,100,7,17,112,20,10,exchange
171,100,15,16,119,20,11,exchange
177,100,12,14,123,20,13,exchange
1530,200,1,2,1331,2,1,buy
1069,200,2,0,870,5,1,buy
1070,200,4,0,871,5,2,buy
1075,200,0,8,876,5,3,buy
194,100,11,19,139,20,15,exchange
198,100,6,11,144,20,16,buy
212,100,19,13,151,20,17,buy
3332,200,0,0,3133,2,2,buy
1439,200,1,2,1240,5,4,buy
1622,200,3,2,1423,5,5,buy
296,100,4,6,237,20,18,buy
376,100,17,9,303,20,19,buy
399,100,10,4,334,20,20,buy
244,100,1,24,200,20,1,exchange
262,100,18,22,209,20,2,buy
319,200,1,12,214,10,1,exchange
360,200,0,9,251,10,2,buy
397,200,8,9,289,10,3,exchange
401,200,3,7,289,10,4,exchange
1765,200,1,2,1566,5,1,buy
524,200,5,14,420,10,5,buy
2040,200,3,2,1841,5,2,buy
2123,200,0,8,1924,5,3,buy
694,200,9,9,575,10,6,buy
365,100,0,26,321,20,3,exchange
367,100,2,13,308,20,4,buy
733,200,7,9,611,10,8,exchange
2679,200,2,0,2480,5,4,buy
814,200,4,2,667,10,9,buy
391,100,5,25,348,20,5,exchange
882,200,6,1,711,10,10,buy
428,100,11,19,367,20,6,buy
442,100,7,17,388,20,8,exchange
463,100,9,11,399,20,9,buy
520,100,14,21,467,20,10,buy
526,100,19,13,459,20,11,exchange
638,100,17,9,570,20,12,buy
664,100,12,14,610,20,14,exchange
761,100,6,11,705,20,15,buy
816,100,13,23,768,20,16,buy
838,100,15,16,780,20,17,buy
690,200,5,14,582,10,1,exchange
806,200,0,9,708,10,2,exchange
227,200,3,41,136,30,1,exchange
254,200,8,39,153,30,2,exchange
255,200,17,37,160,30,4,exchange
268,200,1,23,176,30,5,exchange
271,200,4,28,160,30,6,exchange
280,200,28,28,173,30,7,exchange
282,200,18,27,179,30,8,buy
283,200,0,30,187,30,9,exchange
292,200,27,35,184,30,11,exchange
295,200,9,34,181,30,12,exchange
303,200,5,26,199,30,13,exchange
309,200,15,30,203,30,14,buy
313,200,13,15,202,30,15,exchange
314,200,16,29,210,30,16,buy
324,200,24,34,218,30,17,buy
329,200,26,20,226,30,18,buy
330,200,21,22,221,30,20,exchange
8,10,11,28,5,30,1,buy
9,10,29,14,2,30,3,exchange
10,10,5,26,6,30,7,exchange
11,10,23,18,7,30,10,exchange
12,10,22,17,7,30,15,exchange
19,10,8,9,12,10,1,buy
13,10,24,34,9,30,19,exchange
14,10,20,29,8,30,21,buy
15,10,12,11,6,30,22,buy
28,10,5,14,20,10,2,buy
16,10,9,34,11,30,24,exchange
17,10,13,15,10,30,25,buy
18,10,16,29,13,30,27,buy
21,10,25,22,15,30,28,buy
23,10,7,30,19,30,29,buy
51,10,7,9,44,10,3,buy
24,10,18,27,21,30,30,buy
54,10,0,9,47,10,4,buy
23,10,1,2,14,5,1,buy
25,10,0,8,16,5,2,buy
28,10,2,0,19,5,3,buy
30,10,4,0,21,5,5,buy
9,10,5,14,4,10,1,exchange
12,10,2,8,5,10,3,exchange
71,10,3,7,62,10,5,buy
14,10,8,9,8,10,6,exchange
72,10,6,1,63,10,6,buy
73,10,1,12,67,10,7,buy
17,10,0,9,14,10,7,buy
22,10,9,9,16,10,8,buy
79,10,2,8,72,10,8,buy
27,10,3,7,21,10,9,buy
30,10,4,2,23,10,10,buy
85,10,9,9,78,10,9,buy
8,10,13,23,2,20,2,exchange
9,10,8,22,3,20,3,buy
10,10,15,16,6,20,6,exchange
11,10,5,25,6,20,11,exchange
141,10,4,2,132,10,10,buy
12,10,11,19,5,20,12,buy
14,10,14,21,8,20,15,exchange
16,10,12,14,9,20,16,buy
17,10,18,22,12,20,17,buy
19,10,7,17,14,20,18,buy
31,10,19,13,24,20,19,buy
49,10,9,11,43,20,20,buy
17,10,18,22,10,20,2,exchange
26,10,0,26,20,20,3,buy
30,10,12,14,24,20,5,buy
31,10,5,25,25,20,6,buy
32,10,10,4,26,20,7,buy
33,10,11,19,28,20,9,exchange
44,10,9,11,37,20,10,buy
47,10,13,23,39,20,11,buy
61,10,8,22,55,20,12,buy
65,10,17,9,57,20,13,buy
67,10,19,13,59,20,14,buy
70,10,3,29,63,20,15,buy
75,10,4,6,66,20,16,buy
79,10,7,17,73,20,17,buy
85,10,14,21,76,20,18,buy
124,10,16,13,116,20,19,buy
125,10,6,11,118,20,20,buy
1735,200,1,2,1536,2,1,buy
2406,400,1,2,2007,2,1,buy
2580,400,0,0,2181,2,2,buy
1059,200,1,2,860,2,1,buy
1198,200,0,0,999,2,2,buy
825,200,0,8,626,5,1,buy
916,200,2,0,717,5,2,buy
1100,200,4,0,901,5,3,buy
1115,200,1,2,916,5,4,buy
1835,200,3,2,1636,5,5,buy
307,200,9,9,187,10,1,buy
331,200,1,12,213,10,2,exchange
334,200,8,9,224,10,3,buy
411,200,0,9,312,10,4,buy
427,200,5,14,323,10,5,buy
446,200,2,8,323,10,6,exchange
498,200,7,9,381,10,7,buy
560,200,3,7,432,10,8,buy
797,200,6,1,633,10,9,buy
811,200,4,2,673,10,10,buy
739,200,5,14,630,10,1,exchange
795,200,3,7,680,10,2,buy
913,200,0,9,823,10,3,buy
732,400,3,7,510,10,1,buy
740,400,8,9,515,10,2,buy
247,200,1,24,151,20,1,exchange
262,200,14,21,157,20,2,buy
1260,200,7,9,1138,10,4,buy
267,200,3,29,160,20,3,exchange
271,200,18,22,171,20,5,exchange
285,200,0,26,178,20,6,exchange
289,200,2,13,185,20,7,exchange
1345,200,4,2,1196,10,5,buy
308,200,13,23,200,20,9,exchange
311,200,8,22,200,20,10,exchange
923,400,5,14,711,10,3,buy
1471,200,6,1,1304,10,6,buy
357,200,16,13,249,20,11,buy
1006,400,9,9,779,10,4,exchange
1016,400,0,9,804,10,5,buy
417,200,11,19,303,20,12,buy
448,200,6,11,341,20,13,exchange
1130,400,1,12,901,10,6,buy
572,200,19,13,450,20,15,exchange
1221,400,2,8,990,10,7,buy
