distribution,time,sheets,id,friends,surplus,purchased,agents,full_agents,stage
exponential,1534,200,11,34,1423,1535,50,45,buy
uniform,1223,700,28,28,870,1224,30,16,exchange
exponential,1922,200,14,30,1817,1923,50,47,buy
uniform,4463,700,19,13,4037,4464,20,19,buy
exponential,1895,400,15,30,1700,1896,30,16,exchange
exponential,1928,400,19,48,1725,1929,30,17,exchange
exponential,1937,400,2,15,1726,1938,30,18,buy
exponential,1654,200,18,48,1554,1655,50,46,buy
exponential,2288,200,31,13,2178,2289,50,48,buy
uniform,858,700,2,57,511,859,50,1,exchange
uniform,1369,700,23,18,970,1370,30,17,buy
uniform,869,700,15,52,518,870,50,2,exchange
uniform,4913,700,4,6,4506,4914,20,20,buy
uniform,878,700,0,71,530,879,50,3,exchange
exponential,2483,200,33,67,2366,2484,50,49,buy
uniform,1409,700,1,23,1033,1410,30,18,exchange
uniform,886,700,3,35,535,887,50,4,exchange
exponential,2121,400,28,28,1910,2122,30,19,exchange
uniform,1413,700,22,17,1027,1414,30,20,exchange
uniform,891,700,7,61,550,892,50,5,buy
uniform,893,700,20,53,519,894,50,6,exchange
exponential,1922,200,14,30,1817,1923,50,47,buy
uniform,895,700,26,52,546,896,50,7,exchange
uniform,2008,700,13,15,1631,2009,30,24,buy
uniform,912,700,10,53,580,913,50,8,exchange
uniform,920,700,38,64,560,921,50,9,exchange
uniform,922,700,4,65,576,923,50,11,exchange
uniform,924,700,32,54,564,925,50,12,exchange
uniform,2056,700,6,14,1658,2057,30,25,buy
uniform,927,700,35,68,572,928,50,13,exchange
exponential,2231,400,0,30,2048,2232,30,20,exchange
uniform,938,700,9,38,572,939,50,14,exchange
uniform,940,700,27,53,576,941,50,15,buy
exponential,2259,400,13,15,2036,2260,30,21,buy
uniform,945,700,14,30,580,946,50,16,exchange
uniform,948,700,25,27,566,949,50,17,exchange
uniform,950,700,5,42,617,951,50,18,exchange
exponential,2288,200,31,13,2178,2289,50,48,buy
uniform,967,700,21,66,608,968,50,19,exchange
exponential,2329,400,6,14,2096,2330,30,22,buy
exponential,940,400,8,48,739,941,50,1,exchange
uniform,974,700,42,66,616,975,50,20,exchange
uniform,979,700,8,48,628,980,50,21,exchange
uniform,982,700,40,56,627,983,50,22,exchange
uniform,986,700,43,63,625,987,50,23,exchange
uniform,1582,700,24,34,1205,1583,30,21,buy
uniform,1584,700,2,15,1204,1585,30,22,buy
uniform,991,700,49,67,623,992,50,24,exchange
uniform,992,700,6,56,653,993,50,25,exchange
uniform,999,700,23,44,633,1000,50,26,exchange
exponential,2483,200,33,67,2366,2484,50,49,buy
uniform,1011,700,18,48,648,1012,50,27,exchange
uniform,1019,700,24,72,651,1020,50,28,exchange
exponential,961,400,4,65,760,962,50,2,buy
exponential,2527,400,18,27,2312,2528,30,23,buy
uniform,1723,700,14,17,1343,1724,30,23,buy
uniform,1095,700,37,56,741,1096,50,29,buy
uniform,1145,700,30,35,789,1146,50,31,exchange
uniform,1146,700,34,56,776,1147,50,32,buy
exponential,2778,400,22,17,2544,2779,30,24,buy
uniform,858,700,2,57,511,859,50,1,exchange
exponential,5839,1400,8,9,5071,5840,10,1,buy
uniform,869,700,15,52,518,870,50,2,exchange
exponential,2880,400,26,20,2661,2881,30,25,buy
uniform,878,700,0,71,530,879,50,3,exchange
uniform,1227,700,19,33,863,1228,50,33,buy
uniform,886,700,3,35,535,887,50,4,exchange
uniform,2645,700,12,11,2246,2646,30,26,buy
uniform,2008,700,13,15,1631,2009,30,24,buy
uniform,891,700,7,61,550,892,50,5,buy
uniform,893,700,20,53,519,894,50,6,exchange
uniform,895,700,26,52,546,896,50,7,exchange
uniform,1293,700,46,44,920,1294,50,34,buy
uniform,2056,700,6,14,1658,2057,30,25,buy
exponential,4363,200,27,53,4255,4364,50,50,buy
uniform,1303,700,48,74,945,1304,50,36,exchange
uniform,912,700,10,53,580,913,50,8,exchange
uniform,1325,700,33,67,968,1326,50,38,exchange
uniform,1328,700,13,51,970,1329,50,39,buy
uniform,1334,700,17,60,987,1335,50,40,exchange
exponential,1082,400,6,56,887,1083,50,3,exchange
uniform,920,700,38,64,560,921,50,9,exchange
uniform,1353,700,45,34,980,1354,50,42,exchange
uniform,922,700,4,65,576,923,50,11,exchange
uniform,1359,700,36,67,998,1360,50,43,exchange
uniform,924,700,32,54,564,925,50,12,exchange
uniform,927,700,35,68,572,928,50,13,exchange
uniform,3052,700,26,20,2687,3053,30,28,exchange
uniform,938,700,9,38,572,939,50,14,exchange
uniform,940,700,27,53,576,941,50,15,buy
exponential,1103,400,2,57,909,1104,50,4,exchange
exponential,1105,400,11,34,899,1106,50,5,exchange
uniform,945,700,14,30,580,946,50,16,exchange
exponential,1110,400,12,49,896,1111,50,6,exchange
uniform,948,700,25,27,566,949,50,17,exchange
uniform,950,700,5,42,617,951,50,18,exchange
exponential,1114,400,14,30,910,1115,50,7,exchange
exponential,4363,200,27,53,4255,4364,50,50,buy
uniform,3299,700,21,22,2918,3300,30,29,buy
uniform,967,700,21,66,608,968,50,19,exchange
exponential,497,200,1,24,405,498,20,1,exchange
exponential,522,200,3,29,421,523,20,2,exchange
exponential,558,200,0,26,470,559,20,3,exchange
exponential,1844,700,3,41,1491,1845,30,1,exchange
exponential,4148,400,21,22,3916,4149,30,26,buy
uniform,974,700,42,66,616,975,50,20,exchange
exponential,702,200,8,22,596,703,20,4,exchange
exponential,705,200,18,22,602,706,20,5,buy
exponential,733,200,16,13,628,734,20,6,exchange
exponential,832,200,2,13,721,833,20,7,exchange
uniform,979,700,8,48,628,980,50,21,exchange
exponential,877,200,5,25,776,878,20,8,exchange
exponential,901,200,12,14,788,902,20,9,exchange
exponential,910,200,15,16,797,911,20,10,exchange
uniform,982,700,40,56,627,983,50,22,exchange
exponential,1017,200,14,21,909,1018,20,11,exchange
uniform,986,700,43,63,625,987,50,23,exchange
exponential,1222,200,19,13,1099,1223,20,13,exchange
exponential,1264,200,4,6,1141,1265,20,14,buy
exponential,1325,200,13,23,1213,1326,20,15,exchange
uniform,991,700,49,67,623,992,50,24,exchange
uniform,992,700,6,56,653,993,50,25,exchange
exponential,1507,200,17,9,1377,1508,20,16,buy
exponential,1559,200,9,11,1438,1560,20,17,buy
exponential,1636,200,10,4,1505,1637,20,18,buy
uniform,999,700,23,44,633,1000,50,26,exchange
exponential,2532,200,11,19,2422,2533,20,19,buy
exponential,2555,200,7,17,2446,2556,20,20,buy
uniform,1011,700,18,48,648,1012,50,27,exchange
uniform,1019,700,24,72,651,1020,50,28,exchange
exponential,5067,400,8,39,4853,5068,30,27,buy
exponential,1192,400,0,71,992,1193,50,8,exchange
uniform,2645,700,12,11,2246,2646,30,26,buy
uniform,1704,700,39,76,1348,1705,50,44,buy
uniform,1095,700,37,56,741,1096,50,29,buy
exponential,1208,400,15,52,999,1209,50,9,exchange
uniform,1145,700,30,35,789,1146,50,31,exchange
uniform,1146,700,34,56,776,1147,50,32,buy
exponential,2147,700,10,41,1791,2148,30,2,exchange
exponential,2167,700,4,28,1837,2168,30,3,exchange
exponential,2193,700,0,30,1852,2194,30,4,exchange
exponential,1245,400,40,56,1029,1246,50,10,exchange
uniform,1227,700,19,33,863,1228,50,33,buy
exponential,8121,1400,3,7,7338,8122,10,3,exchange
exponential,1265,400,10,53,1056,1266,50,11,exchange
exponential,2307,700,15,30,1966,2308,30,5,exchange
exponential,6341,400,12,11,6094,6342,30,28,buy
exponential,8499,1400,2,8,7663,8500,10,4,buy
uniform,1293,700,46,44,920,1294,50,34,buy
uniform,1947,700,44,48,1598,1948,50,45,buy
uniform,1303,700,48,74,945,1304,50,36,exchange
exponential,8671,1400,0,9,7945,8672,10,5,buy
uniform,3052,700,26,20,2687,3053,30,28,exchange
uniform,1325,700,33,67,968,1326,50,38,exchange
uniform,1328,700,13,51,970,1329,50,39,buy
uniform,1982,700,41,55,1622,1983,50,46,buy
uniform,1334,700,17,60,987,1335,50,40,exchange
uniform,5019,700,29,14,4616,5020,30,30,buy
uniform,1353,700,45,34,980,1354,50,42,exchange
uniform,1359,700,36,67,998,1360,50,43,exchange
exponential,2447,700,17,37,2087,2448,30,6,exchange
uniform,3299,700,21,22,2918,3300,30,29,buy
uniform,2078,700,11,34,1732,2079,50,47,buy
exponential,9831,1400,5,14,9096,9832,10,6,buy
exponential,9841,1400,9,9,9026,9842,10,7,buy
exponential,7426,400,29,14,7212,7427,30,29,buy
exponential,7623,400,14,17,7405,7624,30,30,buy
exponential,2606,700,9,34,2260,2607,30,7,buy
exponential,1365,400,48,74,1145,1366,50,12,exchange
exponential,11251,1400,7,9,10398,11252,10,8,buy
exponential,1402,400,17,60,1190,1403,50,13,exchange
exponential,2736,700,20,29,2383,2737,30,8,buy
exponential,1441,400,43,63,1230,1442,50,14,exchange
exponential,1448,400,5,42,1248,1449,50,15,exchange
exponential,1452,400,38,64,1240,1453,50,16,exchange
exponential,1462,400,26,52,1239,1463,50,17,buy
exponential,1464,400,13,51,1249,1465,50,18,exchange
exponential,2822,700,11,28,2483,2823,30,9,exchange
exponential,1485,400,39,76,1260,1486,50,19,buy
exponential,2831,700,16,29,2487,2832,30,10,exchange
uniform,1704,700,39,76,1348,1705,50,44,buy
exponential,1524,400,25,27,1312,1525,50,20,exchange
exponential,1528,400,34,56,1326,1529,50,21,buy
exponential,1538,400,19,33,1333,1539,50,22,exchange
uniform,2459,700,22,25,2065,2460,50,48,buy
exponential,14663,1400,4,2,13698,14664,10,9,buy
exponential,3069,700,8,39,2712,3070,30,11,buy
exponential,1651,400,22,25,1419,1652,50,23,buy
exponential,1658,400,32,54,1452,1659,50,24,buy
exponential,3141,700,24,34,2760,3142,30,12,buy
uniform,5019,700,29,14,4616,5020,30,30,buy
exponential,3181,700,19,48,2816,3182,30,13,exchange
uniform,1947,700,44,48,1598,1948,50,45,buy
exponential,3254,700,21,22,2861,3255,30,14,exchange
exponential,3265,700,5,26,2904,3266,30,15,exchange
uniform,1982,700,41,55,1622,1983,50,46,buy
exponential,1800,400,9,38,1597,1801,50,25,exchange
uniform,2078,700,11,34,1732,2079,50,47,buy
exponential,1879,400,30,35,1660,1880,50,26,exchange
exponential,3570,700,27,35,3206,3571,30,17,exchange
exponential,3576,700,14,17,3157,3577,30,18,exchange
exponential,3772,700,28,28,3409,3773,30,19,exchange
exponential,21721,1400,6,1,20643,21722,10,10,buy
exponential,2091,400,44,48,1896,2092,50,28,exchange
exponential,2112,400,20,53,1911,2113,50,29,buy
exponential,2146,400,18,48,1938,2147,50,30,buy
exponential,2169,400,3,35,1952,2170,50,32,exchange
uniform,2459,700,22,25,2065,2460,50,48,buy
exponential,2202,400,28,32,1981,2203,50,33,exchange
exponential,4281,700,26,20,3901,4282,30,20,buy
exponential,2266,400,35,68,2058,2267,50,34,buy
exponential,2314,400,37,56,2115,2315,50,35,buy
exponential,2407,400,33,67,2199,2408,50,36,buy
exponential,2420,400,23,44,2207,2421,50,37,buy
exponential,4701,700,2,15,4319,4702,30,21,buy
uniform,3560,700,47,35,3184,3561,50,49,buy
exponential,5103,700,22,17,4699,5104,30,22,buy
exponential,1722,700,0,71,1366,1723,50,1,buy
exponential,2972,400,29,35,2743,2973,50,38,buy
exponential,5917,700,18,27,5557,5918,30,23,buy
exponential,3168,400,47,35,2942,3169,50,39,buy
exponential,6314,700,1,23,5966,6315,30,24,buy
uniform,3560,700,47,35,3184,3561,50,49,buy
exponential,3499,400,42,66,3285,3500,50,40,buy
exponential,3707,400,16,72,3513,3708,50,41,buy
exponential,7303,700,29,14,6918,7304,30,25,buy
uniform,4552,700,31,13,4118,4553,50,50,buy
exponential,7461,700,13,15,7078,7462,30,26,buy
exponential,2052,700,5,42,1712,2053,50,2,exchange
exponential,2053,700,6,56,1713,2054,50,3,exchange
uniform,878,700,1,24,532,879,20,1,exchange
exponential,2091,700,3,35,1731,2092,50,4,exchange
uniform,991,700,3,29,626,992,20,2,exchange
exponential,7966,700,7,30,7612,7967,30,28,exchange
uniform,1066,700,0,26,727,1067,20,3,exchange
uniform,1115,700,14,21,786,1116,20,4,exchange
uniform,1121,700,13,23,761,1122,20,5,buy
uniform,1130,700,18,22,762,1131,20,6,exchange
exponential,2110,700,13,51,1749,2111,50,5,exchange
uniform,1228,700,8,22,861,1229,20,7,buy
uniform,1254,700,5,25,901,1255,20,8,buy
uniform,1356,700,12,14,973,1357,20,9,buy
uniform,1443,700,15,16,1064,1444,20,10,buy
uniform,1470,700,16,13,1068,1471,20,11,buy
uniform,1514,700,11,19,1147,1515,20,12,exchange
exponential,2140,700,18,48,1807,2141,50,6,exchange
uniform,1884,700,7,17,1513,1885,20,13,buy
uniform,1908,700,6,11,1523,1909,20,14,buy
exponential,2179,700,2,57,1822,2180,50,7,exchange
exponential,2193,700,33,67,1837,2194,50,9,exchange
uniform,3091,700,9,11,2690,3092,20,15,buy
exponential,2242,700,10,53,1883,2243,50,10,exchange
exponential,4664,400,27,53,4454,4665,50,42,buy
exponential,9293,700,25,22,8922,9294,30,29,buy
uniform,3608,700,2,13,3235,3609,20,16,buy
uniform,3660,700,10,4,3186,3661,20,17,buy
uniform,3812,700,17,9,3365,3813,20,18,buy
uniform,4552,700,31,13,4118,4553,50,50,buy
exponential,2277,700,43,63,1928,2278,50,11,exchange
uniform,4463,700,19,13,4037,4464,20,19,buy
uniform,4913,700,4,6,4506,4914,20,20,buy
exponential,2388,700,8,48,2033,2389,50,12,exchange
exponential,5235,400,45,34,5014,5236,50,43,buy
exponential,2490,700,9,38,2153,2491,50,13,exchange
exponential,2557,700,1,66,2220,2558,50,14,exchange
exponential,5827,400,36,67,5633,5828,50,44,buy
exponential,5958,400,49,67,5733,5959,50,45,buy
exponential,2610,700,29,35,2217,2611,50,15,exchange
exponential,2612,700,20,53,2256,2613,50,16,exchange
exponential,2615,700,36,67,2265,2616,50,17,exchange
exponential,2656,700,39,76,2275,2657,50,18,exchange
exponential,6362,400,31,13,6118,6363,50,47,exchange
exponential,2754,700,4,65,2400,2755,50,19,exchange
exponential,2819,700,46,44,2441,2820,50,21,exchange
exponential,6870,400,21,66,6666,6871,50,48,buy
exponential,7436,400,41,55,7233,7437,50,49,buy
exponential,15451,700,12,11,15059,15452,30,30,buy
exponential,3079,700,12,49,2714,3080,50,22,exchange
exponential,3324,700,45,34,2965,3325,50,23,exchange
exponential,3333,700,32,54,2989,3334,50,24,buy
exponential,3335,700,7,61,3011,3336,50,25,exchange
exponential,3578,700,28,32,3218,3579,50,26,buy
exponential,3954,1400,0,30,3305,3955,30,1,exchange
exponential,3633,700,40,56,3269,3634,50,28,exchange
exponential,3654,700,30,35,3293,3655,50,29,exchange
exponential,3683,700,27,53,3308,3684,50,30,buy
exponential,3725,700,23,44,3346,3726,50,31,buy
exponential,4162,1400,3,41,3473,4163,30,2,exchange
exponential,4006,700,16,72,3662,4007,50,32,buy
exponential,4094,700,25,27,3709,4095,50,33,buy
exponential,4239,700,42,66,3869,4240,50,34,buy
exponential,4247,700,17,60,3857,4248,50,35,buy
exponential,4431,700,11,34,4077,4432,50,36,buy
exponential,4573,700,44,48,4192,4574,50,37,buy
exponential,4590,700,49,67,4226,4591,50,38,buy
exponential,4643,700,37,56,4302,4644,50,39,buy
exponential,13046,400,46,44,12839,13047,50,50,buy
exponential,4756,700,21,66,4400,4757,50,40,buy
exponential,4912,1400,9,34,4193,4913,30,3,exchange
exponential,1136,400,1,24,947,1137,20,1,exchange
exponential,4862,700,38,64,4525,4863,50,41,buy
exponential,1155,400,0,26,965,1156,20,2,exchange
exponential,1161,400,14,21,958,1162,20,3,buy
exponential,5000,1400,27,35,4270,5001,30,4,exchange
exponential,1364,400,3,29,1166,1365,20,4,exchange
exponential,1373,400,5,25,1192,1374,20,5,exchange
exponential,1402,400,8,22,1203,1403,20,6,exchange
exponential,1476,400,6,11,1251,1477,20,7,exchange
exponential,1554,400,16,13,1353,1555,20,8,exchange
exponential,1643,400,18,22,1439,1644,20,9,exchange
exponential,1651,400,13,23,1437,1652,20,10,exchange
exponential,1941,400,11,19,1736,1942,20,11,buy
exponential,1953,400,7,17,1733,1954,20,12,buy
exponential,2043,400,4,6,1809,2044,20,13,exchange
exponential,2559,400,17,9,2305,2560,20,14,buy
exponential,2708,400,12,14,2482,2709,20,15,buy
exponential,2994,400,10,4,2726,2995,20,16,buy
exponential,3275,400,2,13,3043,3276,20,17,buy
exponential,3312,400,19,13,3064,3313,20,19,exchange
exponential,4438,400,9,11,4197,4439,20,20,buy
exponential,5325,1400,15,30,4622,5326,30,5,exchange
exponential,5432,1400,24,34,4690,5433,30,6,exchange
exponential,5570,700,48,74,5219,5571,50,42,buy
exponential,5528,1400,7,30,4829,5529,30,7,buy
exponential,5597,1400,10,41,4922,5598,30,8,buy
exponential,5715,1400,5,26,4990,5716,30,9,exchange
exponential,6044,700,31,13,5621,6045,50,43,buy
exponential,5974,1400,1,23,5261,5975,30,10,exchange
exponential,6177,1400,16,29,5478,6178,30,11,exchange
exponential,6197,1400,19,48,5492,6198,30,12,buy
exponential,6442,1400,4,28,5763,6443,30,13,exchange
exponential,7059,1400,28,28,6327,7060,30,14,exchange
exponential,7617,700,14,30,7254,7618,50,44,buy
exponential,7583,1400,13,15,6785,7584,30,15,buy
exponential,8297,700,26,52,7932,8298,50,45,buy
exponential,8351,700,35,68,8001,8352,50,46,buy
exponential,8291,1400,26,20,7524,8292,30,16,buy
exponential,8728,1400,17,37,8026,8729,30,17,buy
exponential,8760,1400,21,22,8003,8761,30,18,buy
exponential,9689,700,24,72,9318,9690,50,47,buy
exponential,9492,1400,8,39,8800,9493,30,19,exchange
exponential,4012,1400,0,71,3316,4013,50,1,exchange
exponential,4043,1400,6,56,3388,4044,50,2,buy
exponential,10898,700,22,25,10497,10899,50,48,buy
exponential,4125,1400,4,65,3441,4126,50,3,exchange
exponential,4185,1400,10,53,3479,4186,50,4,exchange
exponential,10942,1400,25,22,10173,10943,30,21,exchange
exponential,11596,700,41,55,11254,11597,50,49,buy
exponential,4363,1400,7,61,3659,4364,50,5,exchange
exponential,11935,1400,18,27,11212,11936,30,22,exchange
exponential,12057,1400,29,14,11257,12058,30,23,buy
exponential,12379,1400,2,15,11595,12380,30,24,buy
exponential,12603,1400,22,17,11810,12604,30,26,exchange
exponential,12610,1400,23,18,11832,12611,30,27,buy
exponential,4560,1400,48,74,3831,4561,50,6,buy
exponential,4622,1400,15,52,3899,4623,50,7,exchange
exponential,4758,1400,5,42,4067,4759,50,8,exchange
exponential,4780,1400,24,72,4063,4781,50,9,exchange
exponential,4812,1400,35,68,4108,4813,50,10,exchange
exponential,17879,1400,6,14,17093,17880,30,28,buy
exponential,5139,1400,2,57,4456,5140,50,11,exchange
exponential,5208,1400,33,67,4482,5209,50,12,exchange
exponential,5230,1400,34,56,4518,5231,50,13,exchange
exponential,5250,1400,38,64,4545,5251,50,15,exchange
exponential,5263,1400,20,53,4539,5264,50,16,exchange
exponential,17689,700,47,35,17304,17690,50,50,buy
exponential,19715,1400,12,11,18904,19716,30,29,buy
exponential,1867,700,0,26,1546,1868,20,1,exchange
exponential,2121,700,1,24,1783,2122,20,2,exchange
exponential,5464,1400,49,67,4747,5465,50,17,exchange
exponential,5477,1400,26,52,4770,5478,50,18,exchange
exponential,2593,700,14,21,2241,2594,20,4,exchange
exponential,2698,700,5,25,2341,2699,20,5,exchange
exponential,2799,700,18,22,2407,2800,20,6,buy
exponential,2943,700,13,23,2576,2944,20,7,buy
exponential,2978,700,16,13,2608,2979,20,8,buy
exponential,3024,700,8,22,2640,3025,20,9,exchange
exponential,3462,700,12,14,3073,3463,20,10,exchange
exponential,3630,700,3,29,3281,3631,20,11,exchange
exponential,3901,700,6,11,3522,3902,20,12,buy
exponential,3926,700,15,16,3545,3927,20,13,exchange
exponential,4105,700,11,19,3729,4106,20,14,exchange
exponential,5583,1400,16,72,4879,5584,50,19,exchange
exponential,5094,700,2,13,4724,5095,20,15,buy
exponential,6151,700,4,6,5721,6152,20,16,buy
exponential,6733,700,9,11,6328,6734,20,17,buy
exponential,7585,700,19,13,7156,7586,20,18,buy
exponential,9663,700,17,9,9202,9664,20,19,buy
exponential,9751,700,10,4,9303,9752,20,20,buy
exponential,5798,1400,32,54,5071,5799,50,20,exchange
exponential,5817,1400,43,63,5074,5818,50,21,exchange
exponential,5907,1400,46,44,5174,5908,50,22,buy
exponential,6164,1400,44,48,5468,6165,50,23,exchange
exponential,6386,1400,37,56,5643,6387,50,24,buy
exponential,6528,1400,39,76,5798,6529,50,25,exchange
exponential,7533,1400,41,55,6804,7534,50,27,exchange
exponential,35025,1400,14,17,34258,35026,30,30,buy
exponential,8161,1400,9,38,7438,8162,50,28,buy
exponential,8273,1400,47,35,7504,8274,50,29,buy
exponential,8289,1400,12,49,7567,8290,50,30,buy
exponential,8489,1400,45,34,7739,8490,50,32,exchange
exponential,9227,1400,29,35,8466,9228,50,34,exchange
exponential,9647,1400,19,33,8920,9648,50,35,buy
exponential,10384,1400,40,56,9685,10385,50,36,buy
exponential,10600,1400,11,34,9867,10601,50,37,buy
exponential,12244,1400,25,27,11502,12245,50,38,buy
exponential,12294,1400,14,30,11587,12295,50,39,buy
exponential,13168,1400,18,48,12458,13169,50,40,buy
exponential,13175,1400,1,66,12472,13176,50,41,buy
exponential,14012,1400,42,66,13259,14013,50,42,buy
exponential,14727,1400,31,13,13900,14728,50,43,buy
exponential,14740,1400,23,44,14006,14741,50,44,buy
exponential,17296,1400,3,35,16579,17297,50,45,buy
exponential,19377,1400,36,67,18660,19378,50,46,buy
exponential,24408,1400,21,66,23681,24409,50,47,buy
exponential,25500,1400,13,51,24773,25501,50,48,buy
exponential,25629,1400,17,60,24937,25630,50,49,buy
exponential,27021,1400,22,25,26259,27022,50,50,buy
exponential,4452,1400,1,24,3820,4453,20,1,exchange
exponential,4828,1400,8,22,4106,4829,20,2,exchange
exponential,5660,1400,18,22,4929,5661,20,3,buy
exponential,5709,1400,3,29,5020,5710,20,4,buy
exponential,5929,1400,0,26,5288,5930,20,5,exchange
exponential,6331,1400,7,17,5571,6332,20,6,exchange
exponential,6427,1400,16,13,5676,6428,20,8,exchange
exponential,6440,1400,5,25,5732,6441,20,9,exchange
exponential,7768,1400,4,6,6924,7769,20,10,exchange
exponential,7854,1400,13,23,7108,7855,20,11,exchange
exponential,8056,1400,6,11,7285,8057,20,12,exchange
exponential,8967,1400,12,14,8193,8968,20,13,buy
exponential,8977,1400,11,19,8235,8978,20,14,buy
exponential,9885,1400,10,4,9007,9886,20,15,buy
exponential,10867,1400,19,13,10010,10868,20,17,exchange
exponential,11630,1400,17,9,10749,11631,20,18,buy
exponential,14747,1400,9,11,13933,14748,20,19,buy
exponential,16749,1400,2,13,16015,16750,20,20,buy
uniform,26,10,1,2,17,27,2,1,buy
uniform,41,10,0,0,32,42,2,2,buy
uniform,8,10,0,9,4,9,10,1,exchange
uniform,10,10,7,9,5,11,10,4,exchange
uniform,11,10,2,8,6,12,10,5,buy
uniform,13,10,3,7,9,14,10,8,exchange
uniform,15,10,9,9,10,16,10,9,buy
uniform,28,10,6,1,19,29,10,10,buy
uniform,175,50,1,2,126,176,2,1,buy
uniform,221,50,0,0,172,222,2,2,buy
uniform,8,10,1,66,5,9,50,2,exchange
uniform,9,10,39,76,5,10,50,19,exchange
uniform,10,10,26,52,6,11,50,25,exchange
uniform,11,10,46,44,4,12,50,33,exchange
uniform,12,10,49,67,7,13,50,38,exchange
uniform,13,10,25,27,8,14,50,40,buy
uniform,14,10,31,13,6,15,50,43,buy
uniform,64,50,5,14,38,65,10,1,buy
uniform,15,10,45,34,8,16,50,46,exchange
uniform,67,50,0,9,34,68,10,2,buy
uniform,76,50,3,7,55,77,10,3,exchange
uniform,79,50,2,8,46,80,10,4,buy
uniform,80,50,7,9,51,81,10,5,buy
uniform,18,10,22,25,12,19,50,49,exchange
uniform,19,10,33,67,15,20,50,50,buy
uniform,108,50,8,9,79,109,10,6,buy
uniform,898,200,1,2,699,899,2,1,buy
uniform,1014,200,0,0,815,1015,2,2,buy
uniform,132,50,1,12,102,133,10,7,buy
uniform,151,50,9,9,122,152,10,8,buy
uniform,195,50,6,1,148,196,10,9,buy
uniform,250,50,4,2,213,251,10,10,buy
uniform,51,50,35,68,28,52,50,1,exchange
uniform,53,50,44,48,29,54,50,4,exchange
uniform,317,200,0,9,205,318,10,1,buy
uniform,55,50,20,53,33,56,50,7,exchange
uniform,56,50,48,74,31,57,50,9,exchange
uniform,57,50,41,55,32,58,50,11,exchange
uniform,58,50,9,38,35,59,50,12,exchange
uniform,59,50,34,56,35,60,50,14,exchange
uniform,60,50,16,72,33,61,50,18,exchange
uniform,61,50,39,76,36,62,50,22,exchange
uniform,2001,400,1,2,1602,2002,2,1,buy
uniform,62,50,45,34,39,63,50,25,exchange
uniform,65,50,49,67,40,66,50,27,exchange
uniform,66,50,30,35,40,67,50,29,exchange
uniform,67,50,23,44,37,68,50,31,exchange
uniform,2417,400,0,0,2018,2418,2,2,buy
uniform,69,50,24,72,45,70,50,33,exchange
uniform,390,200,9,9,278,391,10,3,exchange
uniform,73,50,27,53,44,74,50,35,exchange
uniform,76,50,37,56,49,77,50,36,buy
uniform,77,50,25,27,49,78,50,37,buy
uniform,79,50,26,52,56,80,50,40,exchange
uniform,83,50,38,64,58,84,50,42,exchange
uniform,454,200,8,9,344,455,10,4,buy
uniform,87,50,40,56,54,88,50,43,buy
uniform,469,200,1,12,357,470,10,5,buy
uniform,91,50,18,48,68,92,50,45,exchange
uniform,94,50,31,13,57,95,50,46,buy
uniform,103,50,29,35,74,104,50,47,buy
uniform,550,200,7,9,425,551,10,6,exchange
uniform,3857,700,1,2,3158,3858,2,1,buy
uniform,578,200,5,14,477,579,10,7,exchange
uniform,4573,700,0,0,3874,4574,2,2,buy
uniform,119,50,11,34,91,120,50,48,buy
uniform,121,50,22,25,87,122,50,50,exchange
uniform,670,200,4,2,534,671,10,8,buy
uniform,700,200,2,8,574,701,10,9,buy
uniform,798,200,6,1,629,799,10,10,buy
uniform,634,400,0,9,431,635,10,1,buy
uniform,724,400,5,14,509,725,10,2,exchange
uniform,830,400,8,9,592,831,10,3,exchange
uniform,940,400,1,12,711,941,10,4,exchange
uniform,1006,400,9,9,777,1007,10,6,exchange
uniform,1113,400,2,8,887,1114,10,7,buy
uniform,1153,400,3,7,920,1154,10,8,buy
uniform,9356,1400,0,0,7957,9357,2,1,buy
uniform,9739,1400,1,2,8340,9740,2,2,buy
uniform,2282,400,4,2,2000,2283,10,9,buy
uniform,221,200,7,61,114,222,50,1,exchange
uniform,231,200,4,65,129,232,50,2,exchange
uniform,232,200,0,71,136,233,50,3,exchange
uniform,235,200,14,30,130,236,50,4,exchange
uniform,238,200,22,25,135,239,50,5,exchange
uniform,241,200,48,74,137,242,50,6,exchange
uniform,242,200,12,49,135,243,50,7,exchange
uniform,244,200,3,35,144,245,50,8,exchange
uniform,245,200,35,68,139,246,50,10,exchange
uniform,252,200,42,66,144,253,50,11,exchange
uniform,253,200,34,56,148,254,50,13,exchange
uniform,258,200,23,44,158,259,50,15,exchange
uniform,264,200,20,53,158,265,50,16,exchange
uniform,3363,400,6,1,3043,3364,10,10,buy
uniform,265,200,21,66,162,266,50,17,exchange
uniform,267,200,49,67,159,268,50,18,exchange
uniform,268,200,16,72,161,269,50,20,exchange
uniform,269,200,41,55,161,270,50,21,exchange
uniform,271,200,36,67,177,272,50,25,exchange
uniform,272,200,38,64,168,273,50,27,exchange
uniform,275,200,30,35,171,276,50,28,buy
uniform,278,200,44,48,171,279,50,30,exchange
uniform,283,200,8,48,183,284,50,31,buy
uniform,285,200,17,60,177,286,50,32,buy
uniform,288,200,2,57,197,289,50,33,buy
uniform,296,200,19,33,191,297,50,34,exchange
