distribution,time,sheets,id,friends,surplus,purchased,agents,full_agents,stage
uniform,287,100,23,18,229,288,30,28,buy
exponential,422,20,9,11,408,423,20,20,buy
uniform,126,100,48,74,76,127,50,20,exchange
exponential,140,50,27,53,111,141,50,10,buy
exponential,140,50,27,53,111,141,50,10,buy
uniform,131,100,38,64,79,132,50,22,exchange
exponential,293,50,25,22,271,294,30,16,buy
uniform,131,100,38,64,79,132,50,22,exchange
uniform,133,100,32,54,81,134,50,24,exchange
uniform,133,100,32,54,81,134,50,24,exchange
exponential,316,50,9,34,290,317,30,17,buy
uniform,136,100,42,66,87,137,50,26,exchange
uniform,136,100,42,66,87,137,50,26,exchange
uniform,137,100,23,44,86,138,50,29,exchange
uniform,137,100,23,44,86,138,50,29,exchange
exponential,997,200,8,9,879,998,10,5,buy
exponential,465,50,16,29,437,466,30,19,buy
uniform,140,100,40,56,90,141,50,31,exchange
exponential,334,50,14,17,299,335,30,18,buy
uniform,140,100,40,56,90,141,50,31,exchange
uniform,141,100,13,51,94,142,50,33,exchange
exponential,997,200,8,9,879,998,10,5,buy
uniform,141,100,13,51,94,142,50,33,exchange
uniform,144,100,46,44,101,145,50,35,exchange
uniform,144,100,46,44,101,145,50,35,exchange
exponential,157,50,41,55,129,158,50,11,exchange
exponential,157,50,41,55,129,158,50,11,exchange
uniform,147,100,43,63,90,148,50,37,exchange
uniform,147,100,43,63,90,148,50,37,exchange
uniform,148,100,47,35,97,149,50,38,exchange
uniform,148,100,47,35,97,149,50,38,exchange
uniform,151,100,41,55,96,152,50,39,buy
uniform,151,100,41,55,96,152,50,39,buy
exponential,517,50,29,14,483,518,30,20,buy
exponential,163,50,32,54,140,164,50,12,exchange
exponential,163,50,32,54,140,164,50,12,exchange
uniform,158,100,30,35,101,159,50,40,buy
uniform,158,100,30,35,101,159,50,40,buy
exponential,562,50,15,30,529,563,30,21,buy
uniform,170,100,5,42,113,171,50,41,buy
uniform,170,100,5,42,113,171,50,41,buy
exponential,180,50,44,48,153,181,50,13,buy
exponential,465,50,16,29,437,466,30,19,buy
uniform,177,100,44,48,114,178,50,42,buy
exponential,180,50,44,48,153,181,50,13,buy
uniform,177,100,44,48,114,178,50,42,buy
exponential,10359,700,0,0,9660,10360,2,1,buy
exponential,640,50,12,11,602,641,30,22,buy
exponential,10378,700,1,2,9679,10379,2,2,buy
exponential,658,50,22,17,625,659,30,23,buy
exponential,517,50,29,14,483,518,30,20,buy
exponential,670,50,13,15,642,671,30,24,buy
exponential,682,50,27,35,653,683,30,25,buy
uniform,193,100,28,32,144,194,50,44,exchange
uniform,193,100,28,32,144,194,50,44,exchange
uniform,194,100,25,27,136,195,50,45,buy
uniform,194,100,25,27,136,195,50,45,buy
exponential,710,50,0,30,688,711,30,26,buy
exponential,562,50,15,30,529,563,30,21,buy
exponential,202,50,40,56,170,203,50,15,exchange
uniform,652,100,22,17,597,653,30,29,buy
exponential,215,100,4,28,164,216,30,1,buy
exponential,202,50,40,56,170,203,50,15,exchange
exponential,751,50,23,18,722,752,30,27,buy
exponential,1640,200,2,8,1502,1641,10,6,buy
exponential,1640,200,2,8,1502,1641,10,6,buy
uniform,221,100,22,25,170,222,50,46,buy
exponential,227,100,24,34,173,228,30,3,exchange
exponential,640,50,12,11,602,641,30,22,buy
exponential,1719,200,4,2,1572,1720,10,7,buy
uniform,221,100,22,25,170,222,50,46,buy
exponential,1719,200,4,2,1572,1720,10,7,buy
exponential,658,50,22,17,625,659,30,23,buy
exponential,3252,400,2,0,2853,3253,5,1,buy
exponential,1761,200,3,7,1643,1762,10,8,buy
uniform,235,100,27,53,185,236,50,47,buy
exponential,1761,200,3,7,1643,1762,10,8,buy
exponential,225,50,3,35,198,226,50,16,buy
exponential,670,50,13,15,642,671,30,24,buy
uniform,240,100,29,35,181,241,50,48,buy
exponential,245,100,15,30,195,246,30,4,buy
exponential,682,50,27,35,653,683,30,25,buy
exponential,228,50,48,74,200,229,50,17,buy
uniform,244,100,45,34,184,245,50,49,buy
exponential,248,100,9,34,201,249,30,5,exchange
exponential,249,100,26,20,193,250,30,6,buy
exponential,233,50,17,60,201,234,50,18,buy
exponential,225,50,3,35,198,226,50,16,buy
exponential,710,50,0,30,688,711,30,26,buy
uniform,235,100,27,53,185,236,50,47,buy
exponential,228,50,48,74,200,229,50,17,buy
exponential,238,50,12,49,213,239,50,19,buy
exponential,497,200,1,24,405,498,20,1,exchange
uniform,789,100,13,15,726,790,30,30,buy
uniform,652,100,22,17,597,653,30,29,buy
exponential,233,50,17,60,201,234,50,18,buy
uniform,240,100,29,35,181,241,50,48,buy
exponential,262,100,16,29,208,263,30,7,exchange
exponential,751,50,23,18,722,752,30,27,buy
exponential,3619,400,1,2,3220,3620,5,2,buy
uniform,244,100,45,34,184,245,50,49,buy
exponential,238,50,12,49,213,239,50,19,buy
exponential,962,50,7,30,938,963,30,28,buy
exponential,966,50,1,23,940,967,30,29,buy
exponential,248,50,5,42,220,249,50,20,buy
exponential,248,50,5,42,220,249,50,20,buy
exponential,522,200,3,29,421,523,20,2,exchange
exponential,268,50,20,53,246,269,50,21,buy
exponential,269,50,21,66,244,270,50,23,buy
exponential,1114,50,6,14,1081,1115,30,30,buy
exponential,273,50,30,35,245,274,50,24,buy
exponential,4224,400,0,8,3825,4225,5,3,buy
exponential,274,50,46,44,245,275,50,25,buy
exponential,268,50,20,53,246,269,50,21,buy
exponential,269,50,21,66,244,270,50,23,buy
exponential,558,200,0,26,470,559,20,3,exchange
uniform,789,100,13,15,726,790,30,30,buy
exponential,962,50,7,30,938,963,30,28,buy
exponential,966,50,1,23,940,967,30,29,buy
exponential,273,50,30,35,245,274,50,24,buy
exponential,274,50,46,44,245,275,50,25,buy
exponential,323,100,3,41,272,324,30,8,buy
exponential,5012,400,3,2,4613,5013,5,4,buy
exponential,1114,50,6,14,1081,1115,30,30,buy
exponential,5311,400,4,0,4912,5312,5,5,buy
exponential,303,50,49,67,274,304,50,27,exchange
exponential,303,50,49,67,274,304,50,27,exchange
exponential,332,50,36,67,306,333,50,28,buy
uniform,3985,700,3,2,3286,3986,5,1,buy
exponential,227,100,32,54,171,228,50,2,exchange
exponential,332,50,36,67,306,333,50,28,buy
exponential,3472,200,6,1,3305,3473,10,9,buy
exponential,229,100,13,51,181,230,50,3,exchange
uniform,4146,700,4,0,3447,4147,5,2,buy
exponential,3472,200,6,1,3305,3473,10,9,buy
exponential,408,100,18,27,355,409,30,10,exchange
exponential,412,100,7,30,359,413,30,11,buy
exponential,416,100,1,23,366,417,30,12,buy
exponential,702,200,8,22,596,703,20,4,exchange
exponential,705,200,18,22,602,706,20,5,buy
exponential,364,50,4,65,335,365,50,29,buy
exponential,236,100,17,60,186,237,50,4,exchange
exponential,434,100,5,26,391,435,30,13,buy
exponential,364,50,4,65,335,365,50,29,buy
exponential,733,200,16,13,628,734,20,6,exchange
exponential,389,50,6,56,362,390,50,30,buy
exponential,392,50,25,27,362,393,50,31,buy
exponential,246,100,0,71,201,247,50,5,exchange
uniform,4678,700,1,2,3979,4679,5,3,buy
uniform,425,100,31,13,359,426,50,50,buy
exponential,247,100,26,52,187,248,50,6,exchange
exponential,389,50,6,56,362,390,50,30,buy
exponential,392,50,25,27,362,393,50,31,buy
uniform,425,100,31,13,359,426,50,50,buy
exponential,479,100,10,41,423,480,30,14,buy
uniform,3985,700,3,2,3286,3986,5,1,buy
exponential,428,50,28,32,398,429,50,32,buy
exponential,254,100,21,66,200,255,50,7,exchange
uniform,121,100,1,24,69,122,20,1,exchange
uniform,130,100,7,17,82,131,20,3,exchange
uniform,140,100,5,25,85,141,20,4,exchange
uniform,142,100,13,23,91,143,20,5,exchange
uniform,146,100,8,22,93,147,20,6,exchange
uniform,4146,700,4,0,3447,4147,5,2,buy
uniform,152,100,14,21,107,153,20,7,exchange
uniform,162,100,0,26,111,163,20,8,exchange
uniform,176,100,18,22,132,177,20,10,exchange
exponential,428,50,28,32,398,429,50,32,buy
uniform,191,100,12,14,136,192,20,11,exchange
exponential,832,200,2,13,721,833,20,7,exchange
uniform,206,100,11,19,155,207,20,12,buy
uniform,217,100,19,13,155,218,20,13,buy
uniform,230,100,9,11,170,231,20,14,buy
exponential,524,100,20,29,467,525,30,15,buy
uniform,5252,700,0,8,4553,5253,5,4,buy
uniform,5292,700,2,0,4593,5293,5,5,buy
uniform,281,100,17,9,216,282,20,15,buy
uniform,296,100,15,16,242,297,20,16,buy
exponential,471,50,38,64,446,472,50,33,buy
exponential,454,200,5,26,359,455,30,1,exchange
uniform,341,100,16,13,294,342,20,17,buy
exponential,542,100,27,35,490,543,30,16,buy
uniform,372,100,10,4,311,373,20,18,buy
uniform,375,100,4,6,324,376,20,19,buy
exponential,877,200,5,25,776,878,20,8,exchange
exponential,486,50,29,35,456,487,50,34,buy
exponential,471,50,38,64,446,472,50,33,buy
uniform,4678,700,1,2,3979,4679,5,3,buy
exponential,465,200,3,41,361,466,30,2,exchange
exponential,492,50,23,44,463,493,50,35,buy
exponential,901,200,12,14,788,902,20,9,exchange
exponential,497,50,10,53,472,498,50,36,buy
exponential,486,50,29,35,456,487,50,34,buy
exponential,910,200,15,16,797,911,20,10,exchange
exponential,492,50,23,44,463,493,50,35,buy
exponential,594,100,22,17,528,595,30,17,buy
exponential,508,50,42,66,478,509,50,37,buy
exponential,5517,200,1,12,5395,5518,10,10,buy
uniform,592,100,2,13,539,593,20,20,buy
exponential,497,50,10,53,472,498,50,36,buy
exponential,516,50,15,52,487,517,50,38,buy
exponential,508,50,42,66,478,509,50,37,buy
exponential,289,100,43,63,247,290,50,10,exchange
exponential,516,50,15,52,487,517,50,38,buy
exponential,621,100,19,48,570,622,30,19,exchange
exponential,5517,200,1,12,5395,5518,10,10,buy
exponential,538,50,18,48,509,539,50,39,buy
exponential,538,50,18,48,509,539,50,39,buy
exponential,541,50,43,63,514,542,50,40,buy
exponential,541,50,43,63,514,542,50,40,buy
uniform,5252,700,0,8,4553,5253,5,4,buy
uniform,5292,700,2,0,4593,5293,5,5,buy
exponential,675,100,28,28,626,676,30,20,buy
exponential,563,50,24,72,537,564,50,41,buy
exponential,1623,400,8,9,1394,1624,10,1,buy
exponential,1017,200,14,21,909,1018,20,11,exchange
exponential,563,50,24,72,537,564,50,41,buy
exponential,577,50,47,35,550,578,50,42,buy
exponential,306,100,46,44,245,307,50,12,exchange
exponential,577,50,47,35,550,578,50,42,buy
exponential,744,100,8,39,696,745,30,21,buy
exponential,747,100,21,22,685,748,30,22,exchange
exponential,616,50,31,13,581,617,50,43,buy
exponential,616,50,31,13,581,617,50,43,buy
exponential,326,100,37,56,270,327,50,13,exchange
exponential,543,200,10,41,440,544,30,3,exchange
exponential,671,50,9,38,645,672,50,44,buy
exponential,1816,400,0,9,1600,1817,10,2,exchange
exponential,671,50,9,38,645,672,50,44,buy
exponential,336,100,34,56,280,337,50,14,exchange
exponential,893,100,6,14,834,894,30,23,buy
exponential,1222,200,19,13,1099,1223,20,13,exchange
exponential,567,200,16,29,455,568,30,4,buy
exponential,573,200,4,28,473,574,30,5,exchange
uniform,1489,700,5,14,1102,1490,10,1,exchange
uniform,1491,700,8,9,1116,1492,10,2,exchange
exponential,343,100,36,67,291,344,50,15,exchange
exponential,1264,200,4,6,1141,1265,20,14,buy
uniform,1489,700,5,14,1102,1490,10,1,exchange
uniform,1491,700,8,9,1116,1492,10,2,exchange
exponential,973,100,25,22,922,974,30,24,buy
exponential,1952,400,7,9,1704,1953,10,4,exchange
exponential,1325,200,13,23,1213,1326,20,15,exchange
exponential,354,100,38,64,301,355,50,16,buy
exponential,764,50,35,68,734,765,50,45,buy
exponential,764,50,35,68,734,765,50,45,buy
exponential,1031,100,14,17,975,1032,30,25,buy
exponential,361,100,6,56,312,362,50,17,exchange
exponential,365,100,5,42,314,366,50,19,exchange
exponential,18677,1400,0,0,17278,18678,2,1,buy
exponential,2135,400,9,9,1887,2136,10,5,buy
exponential,803,50,26,52,776,804,50,46,buy
exponential,1093,100,13,15,1035,1094,30,26,buy
exponential,2150,400,3,7,1917,2151,10,6,buy
exponential,803,50,26,52,776,804,50,46,buy
exponential,1507,200,17,9,1377,1508,20,16,buy
exponential,1188,100,29,14,1123,1189,30,27,buy
exponential,387,100,1,66,342,388,50,20,exchange
exponential,1559,200,9,11,1438,1560,20,17,buy
exponential,392,100,39,76,341,393,50,21,exchange
uniform,1698,700,2,8,1291,1699,10,3,exchange
exponential,875,50,14,30,852,876,50,47,buy
uniform,1698,700,2,8,1291,1699,10,3,exchange
exponential,875,50,14,30,852,876,50,47,buy
exponential,1636,200,10,4,1505,1637,20,18,buy
exponential,661,200,28,28,545,662,30,6,exchange
exponential,423,100,11,34,368,424,50,22,buy
exponential,2607,400,1,12,2380,2608,10,7,buy
exponential,995,50,11,34,964,996,50,48,buy
exponential,995,50,11,34,964,996,50,48,buy
uniform,1873,700,3,7,1467,1874,10,4,buy
exponential,435,100,48,74,387,436,50,23,buy
uniform,1873,700,3,7,1467,1874,10,4,buy
exponential,681,200,22,17,574,682,30,7,buy
exponential,442,100,7,61,385,443,50,24,buy
exponential,447,100,44,48,391,448,50,26,exchange
exponential,1537,100,11,28,1488,1538,30,28,buy
exponential,1077,50,7,61,1046,1078,50,49,buy
exponential,23240,1400,1,2,21841,23241,2,2,buy
exponential,1077,50,7,61,1046,1078,50,49,buy
exponential,458,100,24,72,406,459,50,27,buy
exponential,713,200,24,34,598,714,30,9,exchange
exponential,466,100,18,48,417,467,50,28,exchange
uniform,2088,700,0,9,1727,2089,10,5,exchange
exponential,1716,100,23,18,1650,1717,30,29,buy
exponential,734,200,1,23,623,735,30,10,exchange
uniform,2088,700,0,9,1727,2089,10,5,exchange
exponential,490,100,19,33,436,491,50,29,exchange
exponential,500,100,23,44,439,501,50,30,buy
exponential,1229,50,39,76,1201,1230,50,50,buy
exponential,1229,50,39,76,1201,1230,50,50,buy
exponential,768,200,25,22,653,769,30,11,buy
exponential,360,200,4,65,264,361,50,1,exchange
exponential,95,50,17,9,61,96,20,1,buy
exponential,104,50,3,29,79,105,20,2,buy
exponential,112,50,0,26,88,113,20,3,exchange
exponential,1880,100,12,11,1814,1881,30,30,buy
exponential,126,50,1,24,104,127,20,4,exchange
exponential,136,50,16,13,116,137,20,5,exchange
exponential,148,50,4,6,121,149,20,6,exchange
exponential,153,50,11,19,117,154,20,7,buy
exponential,515,100,41,55,464,516,50,31,buy
exponential,215,50,6,11,188,216,20,8,buy
exponential,242,50,12,14,212,243,20,9,buy
exponential,454,200,5,26,359,455,30,1,exchange
exponential,297,50,2,13,272,298,20,10,buy
exponential,315,50,14,21,287,316,20,14,exchange
exponential,316,50,13,23,285,317,20,15,buy
exponential,465,200,3,41,361,466,30,2,exchange
exponential,344,50,19,13,314,345,20,16,buy
exponential,360,200,4,65,264,361,50,1,exchange
exponential,811,200,2,15,701,812,30,12,exchange
exponential,813,200,15,30,711,814,30,13,exchange
exponential,2532,200,11,19,2422,2533,20,19,buy
exponential,552,50,18,22,524,553,20,17,buy
exponential,2555,200,7,17,2446,2556,20,20,buy
exponential,552,100,16,72,500,553,50,32,buy
exponential,554,100,42,66,495,555,50,33,buy
exponential,671,50,15,16,642,672,20,18,buy
exponential,8353,700,1,2,7654,8354,5,1,buy
exponential,793,50,9,11,758,794,20,19,buy
exponential,8425,700,2,0,7726,8426,5,2,buy
exponential,966,50,5,25,940,967,20,20,buy
exponential,4120,400,5,14,3910,4121,10,8,buy
exponential,8625,700,4,0,7926,8626,5,3,buy
exponential,4180,400,4,2,3902,4181,10,9,buy
exponential,593,100,22,25,532,594,50,34,buy
uniform,2660,700,7,9,2245,2661,10,6,buy
exponential,543,200,10,41,440,544,30,3,exchange
uniform,2660,700,7,9,2245,2661,10,6,buy
exponential,395,200,2,57,289,396,50,2,exchange
exponential,8904,700,3,2,8205,8905,5,4,buy
uniform,2734,700,9,9,2326,2735,10,7,buy
exponential,614,100,49,67,563,615,50,36,exchange
uniform,2734,700,9,9,2326,2735,10,7,buy
exponential,567,200,16,29,455,568,30,4,buy
exponential,632,100,28,32,574,633,50,37,buy
exponential,573,200,4,28,473,574,30,5,exchange
uniform,2946,700,1,12,2568,2947,10,8,buy
uniform,2946,700,1,12,2568,2947,10,8,buy
uniform,878,700,1,24,532,879,20,1,exchange
exponential,395,200,2,57,289,396,50,2,exchange
exponential,5154,400,6,1,4823,5155,10,10,buy
exponential,690,100,31,13,631,691,50,38,buy
exponential,691,100,20,53,644,692,50,39,buy
uniform,3337,700,6,1,2794,3338,10,9,buy
uniform,3337,700,6,1,2794,3338,10,9,buy
exponential,661,200,28,28,545,662,30,6,exchange
exponential,681,200,22,17,574,682,30,7,buy
exponential,1044,200,17,37,932,1045,30,14,exchange
exponential,713,200,24,34,598,714,30,9,exchange
exponential,1065,200,13,15,948,1066,30,15,buy
exponential,833,100,35,68,784,834,50,40,buy
exponential,734,200,1,23,623,735,30,10,exchange
exponential,1088,200,23,18,976,1089,30,16,buy
uniform,991,700,3,29,626,992,20,2,exchange
exponential,12495,700,0,8,11796,12496,5,5,buy
exponential,868,100,45,34,813,869,50,41,buy
exponential,1109,200,27,35,1001,1110,30,17,buy
exponential,1123,200,18,27,1009,1124,30,18,buy
exponential,768,200,25,22,653,769,30,11,buy
exponential,1149,200,21,22,1028,1150,30,19,exchange
uniform,4227,700,4,2,3725,4228,10,10,buy
exponential,811,200,2,15,701,812,30,12,exchange
exponential,813,200,15,30,711,814,30,13,exchange
uniform,4227,700,4,2,3725,4228,10,10,buy
uniform,1066,700,0,26,727,1067,20,3,exchange
exponential,969,100,27,53,913,970,50,42,buy
exponential,978,100,15,52,928,979,50,43,buy
exponential,1003,100,30,35,950,1004,50,44,buy
exponential,494,200,8,48,384,495,50,3,exchange
exponential,2752,700,0,9,2381,2753,10,1,buy
uniform,1115,700,14,21,786,1116,20,4,exchange
exponential,1055,100,14,30,992,1056,50,45,buy
uniform,1121,700,13,23,761,1122,20,5,buy
uniform,1130,700,18,22,762,1131,20,6,exchange
exponential,494,200,8,48,384,495,50,3,exchange
exponential,1398,200,26,20,1289,1399,30,20,buy
exponential,1210,100,47,35,1150,1211,50,46,buy
exponential,1044,200,17,37,932,1045,30,14,exchange
uniform,1228,700,8,22,861,1229,20,7,buy
exponential,1065,200,13,15,948,1066,30,15,buy
uniform,1254,700,5,25,901,1255,20,8,buy
exponential,1088,200,23,18,976,1089,30,16,buy
exponential,1529,200,9,34,1432,1530,30,22,exchange
exponential,3123,700,3,7,2736,3124,10,2,buy
exponential,1109,200,27,35,1001,1110,30,17,buy
exponential,3165,700,2,8,2770,3166,10,3,buy
exponential,1123,200,18,27,1009,1124,30,18,buy
exponential,3207,700,5,14,2843,3208,10,4,buy
exponential,1149,200,21,22,1028,1150,30,19,exchange
exponential,1695,200,6,14,1583,1696,30,23,buy
uniform,1356,700,12,14,973,1357,20,9,buy
exponential,1754,200,11,28,1645,1755,30,24,buy
exponential,1844,200,8,39,1738,1845,30,25,buy
uniform,1443,700,15,16,1064,1444,20,10,buy
exponential,3651,700,8,9,3263,3652,10,5,buy
exponential,611,200,0,71,518,612,50,4,exchange
uniform,1470,700,16,13,1068,1471,20,11,buy
exponential,1398,200,26,20,1289,1399,30,20,buy
uniform,1514,700,11,19,1147,1515,20,12,exchange
exponential,611,200,0,71,518,612,50,4,exchange
exponential,3925,700,9,9,3503,3926,10,7,exchange
exponential,633,200,35,68,533,634,50,5,buy
exponential,2116,200,12,11,2003,2117,30,26,buy
exponential,1529,200,9,34,1432,1530,30,22,exchange
exponential,633,200,35,68,533,634,50,5,buy
exponential,653,200,49,67,547,654,50,6,exchange
exponential,653,200,49,67,547,654,50,6,exchange
exponential,1695,200,6,14,1583,1696,30,23,buy
exponential,2334,200,19,48,2231,2335,30,27,buy
exponential,685,200,6,56,578,686,50,7,buy
exponential,1866,100,29,35,1810,1867,50,47,buy
uniform,878,700,3,41,523,879,30,1,exchange
exponential,1754,200,11,28,1645,1755,30,24,buy
exponential,685,200,6,56,578,686,50,7,buy
exponential,1844,200,8,39,1738,1845,30,25,buy
exponential,704,200,32,54,592,705,50,8,buy
uniform,1884,700,7,17,1513,1885,20,13,buy
exponential,704,200,32,54,592,705,50,8,buy
exponential,2643,200,14,17,2531,2644,30,28,buy
uniform,1908,700,6,11,1523,1909,20,14,buy
exponential,723,200,43,63,613,724,50,9,buy
exponential,726,200,39,76,615,727,50,10,exchange
exponential,2082,100,25,27,2027,2083,50,48,buy
exponential,5466,700,1,12,5069,5467,10,8,buy
uniform,943,700,19,48,570,944,30,2,exchange
exponential,737,200,46,44,633,738,50,11,exchange
exponential,738,200,21,66,643,739,50,12,buy
exponential,723,200,43,63,613,724,50,9,buy
uniform,950,700,7,30,599,951,30,3,exchange
exponential,2809,200,29,14,2684,2810,30,29,buy
exponential,726,200,39,76,615,727,50,10,exchange
exponential,2116,200,12,11,2003,2117,30,26,buy
exponential,737,200,46,44,633,738,50,11,exchange
exponential,738,200,21,66,643,739,50,12,buy
exponential,762,200,38,64,651,763,50,14,exchange
exponential,763,200,13,51,659,764,50,15,exchange
uniform,982,700,16,29,611,983,30,4,buy
exponential,772,200,17,60,672,773,50,16,exchange
exponential,774,200,16,72,674,775,50,17,exchange
exponential,762,200,38,64,651,763,50,14,exchange
exponential,763,200,13,51,659,764,50,15,exchange
exponential,2334,200,19,48,2231,2335,30,27,buy
exponential,772,200,17,60,672,773,50,16,exchange
exponential,774,200,16,72,674,775,50,17,exchange
exponential,813,200,45,34,702,814,50,19,exchange
exponential,3361,200,20,29,3262,3362,30,30,buy
exponential,824,200,41,55,717,825,50,20,buy
uniform,1045,700,11,28,696,1046,30,5,exchange
exponential,830,200,23,44,729,831,50,21,exchange
uniform,1046,700,5,26,675,1047,30,6,exchange
exponential,813,200,45,34,702,814,50,19,exchange
exponential,2643,200,14,17,2531,2644,30,28,buy
uniform,1053,700,9,34,685,1054,30,7,exchange
exponential,824,200,41,55,717,825,50,20,buy
exponential,845,200,19,33,733,846,50,22,buy
uniform,1063,700,10,41,708,1064,30,8,exchange
exponential,850,200,34,56,749,851,50,23,exchange
exponential,830,200,23,44,729,831,50,21,exchange
exponential,2809,200,29,14,2684,2810,30,29,buy
exponential,845,200,19,33,733,846,50,22,buy
exponential,850,200,34,56,749,851,50,23,exchange
exponential,875,200,5,42,774,876,50,24,exchange
exponential,887,200,15,52,783,888,50,25,buy
uniform,1112,700,15,30,751,1113,30,9,exchange
exponential,895,200,20,53,788,896,50,26,buy
exponential,875,200,5,42,774,876,50,24,exchange
uniform,1123,700,4,28,754,1124,30,10,exchange
exponential,887,200,15,52,783,888,50,25,buy
exponential,915,200,22,25,797,916,50,27,buy
exponential,895,200,20,53,788,896,50,26,buy
exponential,920,200,37,56,815,921,50,29,exchange
exponential,13861,1400,1,2,12462,13862,5,1,buy
uniform,1155,700,8,39,797,1156,30,11,buy
exponential,915,200,22,25,797,916,50,27,buy
exponential,920,200,37,56,815,921,50,29,exchange
uniform,1164,700,17,37,798,1165,30,13,exchange
uniform,1166,700,27,35,790,1167,30,14,exchange
exponential,1055,400,10,41,853,1056,30,1,exchange
exponential,2953,100,12,49,2896,2954,50,49,buy
exponential,3361,200,20,29,3262,3362,30,30,buy
exponential,982,200,9,38,878,983,50,30,buy
uniform,1223,700,28,28,870,1224,30,16,exchange
exponential,1120,400,5,26,912,1121,30,2,exchange
exponential,982,200,9,38,878,983,50,30,buy
exponential,1011,200,30,35,900,1012,50,32,exchange
exponential,1021,200,24,72,920,1022,50,33,buy
exponential,1011,200,30,35,900,1012,50,32,exchange
exponential,1021,200,24,72,920,1022,50,33,buy
uniform,878,700,3,41,523,879,30,1,exchange
uniform,3091,700,9,11,2690,3092,20,15,buy
exponential,1251,400,16,29,1040,1252,30,3,exchange
exponential,1082,200,42,66,969,1083,50,34,buy
exponential,1267,400,17,37,1060,1268,30,4,exchange
exponential,1089,200,10,53,977,1090,50,35,buy
exponential,16562,1400,3,2,15163,16563,5,2,buy
exponential,1082,200,42,66,969,1083,50,34,buy
exponential,1111,200,25,27,1005,1112,50,36,buy
exponential,11052,700,4,2,10569,11053,10,9,buy
exponential,1089,200,10,53,977,1090,50,35,buy
exponential,1330,400,7,30,1130,1331,30,6,exchange
exponential,1111,200,25,27,1005,1112,50,36,buy
exponential,3492,100,33,67,3431,3493,50,50,buy
exponential,1155,200,36,67,1041,1156,50,37,buy
uniform,1369,700,23,18,970,1370,30,17,buy
exponential,240,100,0,26,193,241,20,1,exchange
uniform,943,700,19,48,570,944,30,2,exchange
exponential,280,100,8,22,223,281,20,2,exchange
exponential,283,100,7,17,232,284,20,3,exchange
uniform,950,700,7,30,599,951,30,3,exchange
exponential,331,100,3,29,267,332,20,4,exchange
exponential,338,100,5,25,291,339,20,5,buy
exponential,341,100,6,11,283,342,20,6,buy
exponential,386,100,12,14,333,387,20,7,exchange
exponential,1155,200,36,67,1041,1156,50,37,buy
exponential,412,100,18,22,357,413,20,8,exchange
exponential,437,100,16,13,386,438,20,9,buy
exponential,515,100,1,24,467,516,20,10,buy
exponential,537,100,11,19,481,538,20,11,buy
exponential,594,100,13,23,542,595,20,12,buy
exponential,597,100,19,13,533,598,20,13,exchange
uniform,1409,700,1,23,1033,1410,30,18,exchange
exponential,635,100,10,4,574,636,20,14,buy
uniform,1413,700,22,17,1027,1414,30,20,exchange
exponential,703,100,17,9,638,704,20,15,buy
exponential,1493,400,9,34,1289,1494,30,7,exchange
exponential,806,100,14,21,757,807,20,17,exchange
exponential,1506,400,23,18,1295,1507,30,8,buy
uniform,982,700,16,29,611,983,30,4,buy
exponential,904,100,15,16,853,905,20,18,buy
exponential,12389,700,6,1,11816,12390,10,10,buy
exponential,1191,100,9,11,1129,1192,20,19,buy
exponential,1248,200,47,35,1139,1249,50,38,buy
exponential,19017,1400,0,8,17618,19018,5,3,buy
uniform,3608,700,2,13,3235,3609,20,16,buy
exponential,1269,200,48,74,1161,1270,50,40,exchange
exponential,1248,200,47,35,1139,1249,50,38,buy
uniform,3660,700,10,4,3186,3661,20,17,buy
exponential,2143,100,4,6,2083,2144,20,20,buy
exponential,1592,400,1,23,1402,1593,30,9,exchange
exponential,1269,200,48,74,1161,1270,50,40,exchange
uniform,1045,700,11,28,696,1046,30,5,exchange
uniform,1046,700,5,26,675,1047,30,6,exchange
exponential,24155,1400,4,0,22756,24156,5,4,buy
uniform,1053,700,9,34,685,1054,30,7,exchange
uniform,1063,700,10,41,708,1064,30,8,exchange
uniform,3812,700,17,9,3365,3813,20,18,buy
exponential,1634,400,4,28,1438,1635,30,10,exchange
exponential,26365,1400,2,0,24966,26366,5,5,buy
exponential,1360,200,3,35,1258,1361,50,42,exchange
exponential,1656,400,25,22,1436,1657,30,11,exchange
exponential,1403,200,26,52,1299,1404,50,43,buy
exponential,1662,400,24,34,1443,1663,30,12,exchange
exponential,1420,200,12,49,1314,1421,50,44,buy
exponential,1360,200,3,35,1258,1361,50,42,exchange
uniform,1582,700,24,34,1205,1583,30,21,buy
uniform,1584,700,2,15,1204,1585,30,22,buy
uniform,1112,700,15,30,751,1113,30,9,exchange
uniform,1123,700,4,28,754,1124,30,10,exchange
exponential,1534,200,11,34,1423,1535,50,45,buy
exponential,1403,200,26,52,1299,1404,50,43,buy
exponential,1715,400,27,35,1487,1716,30,13,buy
exponential,1420,200,12,49,1314,1421,50,44,buy
uniform,1155,700,8,39,797,1156,30,11,buy
exponential,1654,200,18,48,1554,1655,50,46,buy
exponential,1755,400,11,28,1577,1756,30,14,exchange
uniform,1164,700,17,37,798,1165,30,13,exchange
uniform,1166,700,27,35,790,1167,30,14,exchange
exponential,1776,400,20,29,1567,1777,30,15,buy
uniform,1723,700,14,17,1343,1724,30,23,buy
