0,0,0.499766391273283,1.0,0.2925947570481305,27
1,1,1.0726570652000191,0.0,0.7347893651354572,11
2,2,0.9478815943869511,1.0,0.2808215335879117,11
3,3,1.5122076209194262,0.0,0.49033300913968597,11
4,4,1.7767537199878538,0.0,1.0304446319518281,11
5,5,1.8955807678969891,1.0,0.761586922115397,11
6,6,1.731159030710705,0.0,0.950465049332442,11
7,7,2.1913660886004007,1.0,1.5113664148347004,27
8,8,2.4040367099359834,0.0,1.401826340047255,17
9,9,2.7469226398279147,1.0,1.3246297990658713,17
10,10,2.761124674772204,0.0,1.191495454503324,14
11,11,2.6219184661181414,1.0,1.404498078602104,44
12,12,2.807375811132443,0.0,1.9127597118314303,22
13,13,2.829603587177197,1.0,1.7197953289844359,22
14,14,2.832575997839997,1.0,1.8420771517712315,27
15,15,2.785473608104435,0.0,1.9271214948079836,22
16,16,2.8956867222605016,0.0,1.9938687663160966,14
17,17,2.6999488261323465,1.0,1.5691452685237521,19
18,18,2.7903545741439713,1.0,1.1832177239044117,10
19,19,2.7169328338231886,1.0,1.59179644147775,41
20,20,3.0880859875143147,1.0,1.1572270221197904,14
21,21,3.1505828678019485,1.0,1.75075779047576,20
22,22,3.185968068734491,1.0,1.7394334871827315,16
23,23,3.6929006880311683,0.0,0.950058101974935,11
24,24,3.346342686486968,0.0,1.4626018443710678,11
25,25,3.2019835671940045,1.0,2.6083578092685835,24
26,26,3.0215622634433266,0.0,1.8695638298197177,22
27,27,3.2475761986539684,1.0,2.149207364287163,27
28,28,3.38719954069379,1.0,2.429802039058767,26
29,29,3.501283861398665,1.0,2.219434513718212,19
30,30,3.264503073138153,1.0,1.9888526458431213,22
31,31,3.4992205430915733,1.0,2.1127693462903827,11
32,32,3.3317074353747302,1.0,1.9964035460102765,26
33,33,3.127263357691989,1.0,1.7285080699840885,13
34,34,2.9957848917951764,0.0,1.454953225707482,11
35,35,3.244977629243599,1.0,1.4862855975008327,27
36,36,3.197861653165187,1.0,0.8151265893722448,12
37,37,3.31193290142403,0.0,0.24665262681109276,11
38,38,3.1020326783462977,0.0,0.44636156216849443,11
39,39,3.064302403707982,1.0,0.4459834585672124,11
40,40,3.317568586527022,1.0,0.42671577206987815,12
41,41,2.9380844008619875,1.0,0.4860653976896329,11
42,42,2.8441870672929355,1.0,0.8823863191018327,12
43,43,2.818889792713707,1.0,0.8890573852803134,11
44,44,3.001467482610112,1.0,0.6900898806306841,11
45,45,2.955862595168132,1.0,0.51599664719533,11
46,46,2.588025159394984,0.0,0.6331781266474257,11
47,47,2.764786922172099,1.0,1.3406790080438298,14
48,48,2.7123285221544133,1.0,1.8079293479281024,21
49,49,3.175500472854899,1.0,2.5073885890897216,18
0,0,0.4767644039924587,1.0,0.13943553167820547,11
1,1,1.0361229915363679,1.0,1.0494317025759514,13
2,2,1.0997229635182981,1.0,0.5324784846199995,10
3,3,1.3140796930017051,1.0,0.7787165801262801,11
4,4,1.8343679426830641,1.0,1.5867091750829523,18
5,5,2.030006429012141,0.0,1.4060807289026296,17
6,6,2.137487415279356,1.0,2.015532332120859,30
7,7,2.281377719600243,1.0,2.111540084059304,24
8,8,2.3888573910574933,1.0,2.662769497185198,22
9,9,2.4185202449922993,1.0,2.3367928310000217,25
10,10,2.6759155098463006,1.0,2.2927093332135535,24
11,11,2.7854719313601293,1.0,1.9751336046450596,14
12,12,2.9349500877302543,0.0,2.1911126158550203,17
