,time,radio,reward,power
6,6,2.389663127119891,1.0,11
7,7,2.817623477898262,1.0,30
8,8,2.7867946329282254,1.0,30
9,9,2.2955596926308055,1.0,38
10,10,2.3843215110458162,1.0,27
11,11,2.4853886641048546,1.0,32
12,12,2.5267686969681575,0.0,20
13,13,2.8365584162551216,1.0,32
14,14,3.0940243076438567,1.0,32
15,15,2.9081923873193207,1.0,26
16,16,3.032503137804144,0.0,20
17,17,2.873945043318991,1.0,14
18,18,3.0990941286329483,1.0,17
19,19,2.932313731584743,1.0,16
20,20,3.051212684331483,1.0,28
21,21,3.344195088865126,1.0,23
22,22,3.296117625942836,1.0,21
23,23,3.179668858514469,1.0,15
24,24,3.240875979722831,1.0,21
25,25,3.0606484478055376,1.0,23
26,26,3.1072361208430905,1.0,21
27,27,3.1458181060553176,1.0,28
28,28,3.251823165788165,0.0,28
29,29,3.0285222898757036,1.0,16
30,30,3.226886532852063,1.0,22
31,31,3.0502518791919067,1.0,20
32,32,2.8195889756091033,1.0,29
33,33,3.0909818659083457,1.0,29
34,34,3.0761332208172933,1.0,24
35,35,2.9736736551210297,1.0,26
36,36,2.9302834108426308,0.0,14
37,37,3.1557346629133867,0.0,14
38,38,3.1466708428975863,1.0,29
39,39,3.0948732482021675,1.0,18
40,40,2.9073376312927475,1.0,19
41,41,2.8857400707220684,1.0,16
42,42,2.9001130414439924,1.0,13
43,43,2.816245146705504,1.0,14
44,44,3.1137512531451947,1.0,17
45,45,3.1846172976568083,0.0,14
46,46,3.16489441924994,1.0,15
47,47,2.9314975951071274,1.0,26
48,48,2.938080732639359,1.0,30
49,49,2.97199059381227,1.0,32
0,0,0.42378232487452816,1.0,11
1,1,0.9286643886158433,1.0,12
2,2,1.0882202256530746,0.0,10
3,3,1.253720521468787,1.0,11
4,4,1.5265580326129957,1.0,11
5,5,1.4173213235513402,1.0,11
6,6,1.5431326702925843,0.0,10
7,7,1.5791124789099478,1.0,28
8,8,2.020692624071945,1.0,13
9,9,2.0051764655683937,1.0,31
10,10,2.088059872086248,1.0,25
11,11,2.3332002738809776,1.0,19
12,12,2.727596670935676,0.0,16
13,13,2.7534853445100897,1.0,12
14,14,2.773341205816016,1.0,17
15,15,2.7686013214039136,1.0,12
16,16,2.540016887823041,1.0,20
17,17,2.530629396587109,0.0,39
18,18,2.9500399355916063,1.0,18
19,19,3.355127950194106,1.0,20
20,20,3.282727669124582,0.0,23
21,21,3.2495004590708443,0.0,20
22,22,3.329211292946012,1.0,22
23,23,3.3089029628157687,1.0,17
24,24,3.117984466959297,0.0,14
25,25,2.859773818954194,1.0,13
26,26,2.7651185145202106,1.0,11
27,27,2.640146426310153,1.0,23
28,28,2.6612749602698216,1.0,23
29,29,2.767652298457265,1.0,12
30,30,2.9174328067006274,1.0,14
31,31,3.1556241939771565,1.0,16
32,32,3.1266438278328663,1.0,12
33,33,3.312533561802764,1.0,22
34,34,3.420454893848898,1.0,21
35,35,3.393166714571255,1.0,23
36,36,3.0287383730225357,1.0,30
37,37,3.2990598166887333,1.0,21
38,38,2.903402530241046,1.0,24
39,39,2.6409119171562354,1.0,29
40,40,2.73775917587362,1.0,32
41,41,2.737529628305543,1.0,25
42,42,2.6038162328288053,1.0,24
43,43,2.859177646665518,1.0,34
44,44,2.730926702324588,1.0,28
45,45,3.0609586443894687,1.0,31
46,46,2.979744649548194,0.0,22
47,47,2.939445482575189,1.0,26
48,48,2.949380924602607,1.0,27
49,49,2.818347357243907,1.0,31
0,0,0.50625884046451,1.0,11
1,1,0.7684418700416843,1.0,11
2,2,1.2460901399622026,1.0,12
3,3,1.6951077937126358,1.0,39
4,4,1.8480784385620785,1.0,14
5,5,2.18555639996962,1.0,32
6,6,1.863111613205816,1.0,38
7,7,1.834237222766258,1.0,25
8,8,2.0941304204484887,1.0,24
9,9,2.468954320339982,1.0,19
10,10,2.6319044763740367,1.0,18
11,11,2.7415748294444344,1.0,34
12,12,2.9226236554973406,1.0,22
13,13,2.56606862775767,1.0,26
14,14,2.7171771025141926,1.0,23
15,15,2.700202356005788,1.0,25
16,16,2.5698372667453904,1.0,20
17,17,2.486627644820134,1.0,15
18,18,2.6266850956478334,1.0,16
19,19,2.7100175918801472,1.0,17
20,20,3.122616166510758,0.0,11
21,21,3.146564606155819,1.0,11
22,22,3.0855008208248527,1.0,16
23,23,3.332680731693631,1.0,16
24,24,3.5980278002433925,0.0,17
25,25,3.1700694041652233,1.0,12
26,26,2.9322690127323114,1.0,12
27,27,2.78955640156163,1.0,11
28,28,2.7310495783581206,1.0,13
29,29,3.079248062718293,1.0,13
30,30,2.994006020084864,1.0,13
31,31,2.5962311353264313,1.0,20
